,id,token,pos,check,paradigm_he,paradigm_lat,kwic,art,adj,noun,latin,chk_ann
7001,2514,פראפעסיאנעלע,NOUN,1,לע,-le,די ערשטע פראפעסיאנעלע,di,erschte,{p-f}r{a-o}{p-f}essi{a-o}nele,di erschte {p-f}r{a-o}{p-f}essi{a-o}nele,NA
1737,3520,פּראָפֿעסיאָנעלע,ADJ,1,לע,-le,די פּראָפֿעסיאָנעלע פֿייערלעשער,di,{p-f}ּr{a-o}ָ{p-f}ֿessi{a-o}ָnele,{p-f}ֿeierlescher,di {p-f}ּr{a-o}ָ{p-f}ֿessi{a-o}ָnele {p-f}ֿeierlescher,NA
5378,606,פראפעסיאנעלערע,NOUN,1,NA,-e,די גרעסטע פראפעסיאנעלערע,di,gresste,{p-f}r{a-o}{p-f}essi{a-o}nelere,di gresste {p-f}r{a-o}{p-f}essi{a-o}nelere,NA
9665,5765,פראצעסן,NOUN,1,סן,-en,די כעמישע פראצעסן,di,{k-ch}emische,{p-f}r{a-o}zessn,di {k-ch}emische {p-f}r{a-o}zessn,NA
3723,7571,פּראַקטישע,ADJ,1,ע,-e,די פּראַקטישע קשיאות,di,{p-f}ּr{a-o}ַktische,kschi{a-o}{u-o}t,di {p-f}ּr{a-o}ַktische kschi{a-o}{u-o}t,NA
4701,9584,פראקלאמאציע,ADJ,1,ע,-e,דער פראקלאמאציע פון,der,{p-f}r{a-o}kl{a-o}m{a-o}zie,von,der {p-f}r{a-o}kl{a-o}m{a-o}zie von,NA
3012,6148,פּראָקלאַמאַציע,ADJ,1,ע,-e,די פּראָקלאַמאַציע פון,di,{p-f}ּr{a-o}ָkl{a-o}ַm{a-o}ַzie,von,di {p-f}ּr{a-o}ָkl{a-o}ַm{a-o}ַzie von,NA
3614,7364,פראקציע,ADJ,1,ע,-e,א פראקציע און,a,{p-f}r{a-o}kzie,a{u-o}n,a {p-f}r{a-o}kzie a{u-o}n,NA
9128,5107,פרובירן,NOUN,1,רן,-en,דעם ניתבע פרובירן,dem,nit{b-v}e,{p-f}r{u-o}{b-v}irn,dem nit{b-v}e {p-f}r{u-o}{b-v}irn,0
2291,4610,פרויענ''ישע,ADJ,1,ע,-e,א פרויענ''ישע ארבעט,a,{p-f}r{u-o}ien''ische,{a-o}r{b-v}et,a {p-f}r{u-o}ien''ische {a-o}r{b-v}et,NA
3373,6886,פרוכטבארע,ADJ,1,NA,-e,די פרוכטבארע פאשע-פעלדער,di,{p-f}r{u-o}{k-ch}t{b-v}{a-o}re,{p-f}{a-o}sche-{p-f}elder,di {p-f}r{u-o}{k-ch}t{b-v}{a-o}re {p-f}{a-o}sche-{p-f}elder,NA
2849,5813,פרוכפערע,ADJ,1,רע,-e,די פרוכפערע פלוינען,di,{p-f}r{u-o}{k-ch}{p-f}ere,{p-f}l{u-o}inen,di {p-f}r{u-o}{k-ch}{p-f}ere {p-f}l{u-o}inen,NA
2892,5880,פרומסטע,ADJ,1,רע,-e,די פרומסטע קרייזן,di,{p-f}r{u-o}msste,kreisn,di {p-f}r{u-o}msste kreisn,NA
2139,4286,"פרומע,",ADJ,1,טע,-e,"די פרומע,",di,"{p-f}r{u-o}me,",NA,"di {p-f}r{u-o}me,",NA
758,1567,פרי-צייטיגע,ADJ,1,NA,-e,די פרי-צייטיגע ראסען,di,{p-f}ri-zeitige,r{a-o}ssen,di {p-f}ri-zeitige r{a-o}ssen,NA
1604,3222,פרידליכע,ADJ,1,NA,-e,דאס פרידליכע ניצן,d{a-o}ss,{p-f}ridli{k-ch}e,nizn,d{a-o}ss {p-f}ridli{k-ch}e nizn,NA
1617,3263,פריהע,ADJ,1,ע,-e,די פריהע 2000,di,{p-f}rihe,2000,di {p-f}rihe 2000,NA
352,776,פריהערדיגע,ADJ,1,NA,-e,די פריהערדיגע פופצן,di,{p-f}riherdige,{p-f}{u-o}{p-f}zn,di {p-f}riherdige {p-f}{u-o}{p-f}zn,NA
2058,4118,פריוואטיזאציע,ADJ,1,ע,-e,די פריוואטיזאציע פון,di,{p-f}riw{a-o}tis{a-o}zie,von,di {p-f}riw{a-o}tis{a-o}zie von,NA
1456,2873,פריווילעגיע,ADJ,1,ע,-e,א פריווילעגיע וואס,a,{p-f}riwilegie,w{a-o}ss,a {p-f}riwilegie w{a-o}ss,1
1429,2831,פריזמע,ADJ,1,NA,-e,א פריזמע צעלייגט,a,{p-f}risme,zeleigt,a {p-f}risme zeleigt,NA
2651,5322,"פריזמע,",ADJ,1,מע,-e,"א פריזמע,",a,"{p-f}risme,",NA,"a {p-f}risme,",NA
7585,3240,פרייהאנדל,NOUN,1,דל,-el,די אייראפעאישע פרייהאנדל,di,iir{a-o}{p-f}eische,{p-f}reih{a-o}ndl,di iir{a-o}{p-f}eische {p-f}reih{a-o}ndl,NA
7567,3211,פֿרייהאַנדל,NOUN,1,דל,-el,די אייראפעאישע פֿרייהאַנדל,di,iir{a-o}{p-f}eische,{p-f}ֿreih{a-o}ַndl,di iir{a-o}{p-f}eische {p-f}ֿreih{a-o}ַndl,NA
2992,6115,פרייוועטיציע,ADJ,1,ע,-e,די פרייוועטיציע דורך,di,{p-f}reiwetizie,d{u-o}rch,di {p-f}reiwetizie d{u-o}rch,NA
5834,1130,פרייזן,NOUN,1,זן,-en,די הויכע פרייזן,di,h{u-o}i{k-ch}e,{p-f}reisn,di h{u-o}i{k-ch}e {p-f}reisn,NA
2819,5745,פרייליכסטע,ADJ,1,NA,-e,די פרייליכסטע און,di,{p-f}reili{k-ch}sste,a{u-o}n,di {p-f}reili{k-ch}sste a{u-o}n,NA
4545,9311,פרייליכע,ADJ,1,טע,-e,א פרייליכע פאקט,a,{p-f}reili{k-ch}e,{p-f}{a-o}kt,a {p-f}reili{k-ch}e {p-f}{a-o}kt,NA
54,128,פרייסישע,ADJ,1,ע,-e,די פרייסישע און,di,{p-f}reissische,a{u-o}n,di {p-f}reissische a{u-o}n,NA
152,378,פרייע,ADJ,1,ע,-e,א פרייע געמיינזאמע,a,{p-f}reie,gemeins{a-o}me,a {p-f}reie gemeins{a-o}me,NA
1770,3597,פרײַע,ADJ,1,ע,-e,דאס פרײַע פליסן,d{a-o}ss,{p-f}rײַe,{p-f}lissn,d{a-o}ss {p-f}rײַe {p-f}lissn,NA
470,1021,פרינציפיעלע,ADJ,1,לע,-le,די פרינציפיעלע אייגנשאפטן,di,{p-f}rinzi{p-f}iele,iignsch{a-o}{p-f}tn,di {p-f}rinzi{p-f}iele iignsch{a-o}{p-f}tn,NA
6971,2476,פרינציפן,NOUN,1,פן,-en,די אלע פרינציפן,di,{a-o}le,{p-f}rinzi{p-f}n,di {a-o}le {p-f}rinzi{p-f}n,NA
4152,8502,פרינציפעלע,ADJ,1,לע,-le,די פרינציפעלע אינסטיטוציעס,di,{p-f}rinzi{p-f}ele,insstit{u-o}ziess,di {p-f}rinzi{p-f}ele insstit{u-o}ziess,NA
743,1541,פריסטע,ADJ,1,NA,-e,די פריסטע שטאפל,di,{p-f}risste,scht{a-o}{p-f}l,di {p-f}risste scht{a-o}{p-f}l,NA
3505,7152,פריע,ADJ,1,ע,-e,די פריע אוניווערס,di,{p-f}rie,a{u-o}niwerss,di {p-f}rie a{u-o}niwerss,NA
308,701,פֿריעדיקע,ADJ,1,NA,-e,די פֿריעדיקע Windows,di,{p-f}ֿriedike,Windows,di {p-f}ֿriedike Windows,NA
133,326,פריערדיגע,ADJ,1,קע,-e,די פריערדיגע בנין,di,{p-f}rierdige,{b-v}nin,di {p-f}rierdige {b-v}nin,NA
2433,4894,פריערדיגע.,ADJ,1,גע,-e,די פריערדיגע.,di,{p-f}rierdige.,NA,di {p-f}rierdige.,NA
173,411,פריערדיקע,ADJ,1,גע,-e,די פריערדיקע אלבאם,di,{p-f}rierdike,{a-o}l{b-v}{a-o}m,di {p-f}rierdike {a-o}l{b-v}{a-o}m,NA
3542,7221,פריערדיקע.,ADJ,1,קע,-e,די פריערדיקע.,di,{p-f}rierdike.,NA,di {p-f}rierdike.,NA
3525,7188,פריערדערמאנטע,ADJ,1,קע,-e,די פריערדערמאנטע ראטגעבער,di,{p-f}rierderm{a-o}nte,r{a-o}tge{b-v}er,di {p-f}rierderm{a-o}nte r{a-o}tge{b-v}er,NA
885,1779,פריערע,ADJ,1,טע,-e,די פריערע פיר,di,{p-f}riere,{p-f}ir,di {p-f}riere {p-f}ir,NA
2855,5823,פרסישע,ADJ,1,ע,-e,די פרסישע מלוכה,di,{p-f}rssische,ml{u-o}{k-ch}h,di {p-f}rssische ml{u-o}{k-ch}h,NA
3025,6167,פּרע־,ADJ,1,NA,-e,דער פּרע־,der,{p-f}ּre־,NA,der {p-f}ּre־,NA
1076,2152,פרעהיסטארישע,ADJ,1,ע,-e,די פרעהיסטארישע עפאכעס,di,{p-f}rehisst{a-o}rische,e{p-f}{a-o}{k-ch}ess,di {p-f}rehisst{a-o}rische e{p-f}{a-o}{k-ch}ess,NA
4036,8230,פרעזידענט-סיסטעם.,ADJ,1,עם,-em,א פרעזידענט-סיסטעם.,a,{p-f}resident-ssisstem.,NA,a {p-f}resident-ssisstem.,NA
971,1921,פרעזידענטליכע,ADJ,1,NA,-e,די פרעזידענטליכע וואלן,di,{p-f}residentli{k-ch}e,w{a-o}ln,di {p-f}residentli{k-ch}e w{a-o}ln,NA
10893,7258,פרעזידענטן,NOUN,1,טן,-en,די גוטע פרעזידענטן,di,g{u-o}te,{p-f}residentn,di g{u-o}te {p-f}residentn,NA
11631,8158,פרעזידענטקע,NOUN,1,NA,-e,די געוועזענע פרעזידענטקע,di,gewesene,{p-f}residentke,di gewesene {p-f}residentke,NA
1633,3308,פרעמדע,ADJ,1,קע,-e,די פרעמדע פאטאגענען,di,{p-f}remde,{p-f}{a-o}t{a-o}genen,di {p-f}remde {p-f}{a-o}t{a-o}genen,NA
1304,2592,"פּרעמיע,",ADJ,1,ע,-e,"די פּרעמיע,",di,"{p-f}ּremie,",NA,"di {p-f}ּremie,",NA
4815,9870,פרעסטיזשפולע,ADJ,1,לע,-le,די פרעסטיזשפולע טעגליכע,di,{p-f}resstissch{p-f}{u-o}le,tegli{k-ch}e,di {p-f}resstissch{p-f}{u-o}le tegli{k-ch}e,NA
4010,8169,פרעצידענטלאזע,ADJ,1,NA,-e,א פרעצידענטלאזע שטאפל,a,{p-f}rezidentl{a-o}se,scht{a-o}{p-f}l,a {p-f}rezidentl{a-o}se scht{a-o}{p-f}l,NA
2276,4584,פשוטע,ADJ,1,NA,-e,די פשוטע מענטשן,di,{p-f}sch{u-o}te,mentschn,di {p-f}sch{u-o}te mentschn,NA
2467,4970,צארישע,ADJ,1,ע,-e,די צארישע פאלאץ,di,z{a-o}rische,{p-f}{a-o}l{a-o}z,di z{a-o}rische {p-f}{a-o}l{a-o}z,NA
2143,4295,"צבוע,",ADJ,1,ע,-e,"א צבוע,",a,"z{b-v}{u-o}e,",NA,"a z{b-v}{u-o}e,",NA
682,1426,צובראכענע,ADJ,1,ע,-e,א צובראכענע אלמנה,a,z{u-o}{b-v}r{a-o}{k-ch}ene,{a-o}lmnh,a z{u-o}{b-v}r{a-o}{k-ch}ene {a-o}lmnh,NA
5354,578,צוגעהערן,NOUN,1,רן,-en,די אלע צוגעהערן,di,{a-o}le,z{u-o}gehern,di {a-o}le z{u-o}gehern,NA
2076,4160,צוגעלאזענע,ADJ,1,ע,-e,א צוגעלאזענע מענטש,a,z{u-o}gel{a-o}sene,mentsch,a z{u-o}gel{a-o}sene mentsch,NA
3589,7317,"צוגעקומענע""",ADJ,1,ע,-e,"די צוגעקומענע""",di,"z{u-o}gek{u-o}mene""",NA,"di z{u-o}gek{u-o}mene""",NA
1021,2019,צוויטע,ADJ,1,NA,-e,די צוויטע טאג,di,zwite,t{a-o}g,di zwite t{a-o}g,NA
6251,1613,צווייגן,NOUN,1,גן,-en,די פירנדע צווייגן,di,{p-f}irnde,zweign,di {p-f}irnde zweign,NA
2845,5803,צווייט-גרעסטע,ADJ,1,NA,-e,דאס צווייט-גרעסטע אין,d{a-o}ss,zweit-gresste,in,d{a-o}ss zweit-gresste in,NA
17,42,צווייטע,ADJ,1,טע,-e,די צווייטע און,di,zweite,a{u-o}n,di zweite a{u-o}n,NA
310,704,צװײטע,ADJ,1,טע,-e,די צװײטע װערסיע,di,zwײte,werssie,di zwײte werssie,NA
2457,4942,"צווייטע,",ADJ,1,טע,-e,"די צווייטע,",di,"zweite,",NA,"di zweite,",NA
237,558,צווייטע.,ADJ,1,טע,-e,די צווייטע.,di,zweite.,NA,di zweite.,NA
4127,8448,צווייטע),ADJ,1,טע,-e,די צווייטע),di,zweite),NA,di zweite),NA
648,1355,צוויימאנאטליכע,ADJ,1,טע,-e,דער צוויימאנאטליכע שריפט,der,zweim{a-o}n{a-o}tli{k-ch}e,schri{p-f}t,der zweim{a-o}n{a-o}tli{k-ch}e schri{p-f}t,NA
8219,4042,צווייפלען,NOUN,1,לען,-len,דעם עטליכע צווייפלען,dem,etli{k-ch}e,zwei{p-f}len,dem etli{k-ch}e zwei{p-f}len,1
2182,4390,צווילע,ADJ,1,לע,-le,די צווילע רעכענונג,di,zwile,re{k-ch}en{u-o}ng,di zwile re{k-ch}en{u-o}ng,NA
2119,4248,צוועלפטע,ADJ,1,NA,-e,די צוועלפטע אין,di,zwel{p-f}te,in,di zwel{p-f}te in,NA
9626,5722,צוזאגן,NOUN,1,גן,-en,די קעגנזייטיגע צוזאגן,di,kegnseitige,z{u-o}s{a-o}gn,di kegnseitige z{u-o}s{a-o}gn,NA
4175,8539,צוזעצליכע,ADJ,1,NA,-e,א צוזעצליכע און,a,z{u-o}sezli{k-ch}e,a{u-o}n,a z{u-o}sezli{k-ch}e a{u-o}n,NA
284,652,צוקונפטדיגע,ADJ,1,NA,-e,די צוקונפטדיגע קרייצבאן,di,z{u-o}k{u-o}n{p-f}tdige,kreiz{b-v}{a-o}n,di z{u-o}k{u-o}n{p-f}tdige kreiz{b-v}{a-o}n,NA
6444,1832,צוקונפטיגן,NOUN,1,גן,-en,דעם נייעם צוקונפטיגן,dem,neiem,z{u-o}k{u-o}n{p-f}tign,dem neiem z{u-o}k{u-o}n{p-f}tign,0
1637,3312,צוקונפטיגע,ADJ,1,NA,-e,די צוקונפטיגע צאםשטויסענישן,di,z{u-o}k{u-o}n{p-f}tige,z{a-o}mscht{u-o}issenischn,di z{u-o}k{u-o}n{p-f}tige z{a-o}mscht{u-o}issenischn,NA
2289,4606,צוקונפטע,ADJ,1,גע,-e,די צוקונפטע קאפל,di,z{u-o}k{u-o}n{p-f}te,k{a-o}{p-f}l,di z{u-o}k{u-o}n{p-f}te k{a-o}{p-f}l,NA
5726,1008,צוריסענע,NOUN,1,ע,-e,די אפגעריבענע צוריסענע,di,a{p-f}geri{b-v}ene,z{u-o}rissene,di a{p-f}geri{b-v}ene z{u-o}rissene,NA
11850,8437,צוריקצוגעבן,NOUN,1,בן,-en,די בריטישע צוריקצוגעבן,di,{b-v}ritische,z{u-o}rikz{u-o}ge{b-v}n,di {b-v}ritische z{u-o}rikz{u-o}ge{b-v}n,NA
6266,1631,צושטיפטע,NOUN,1,NA,-e,דאס מערסטע צושטיפטע,d{a-o}ss,mersste,z{u-o}schti{p-f}te,d{a-o}ss mersste z{u-o}schti{p-f}te,NA
9641,5738,ציבורישע,NOUN,1,ע,-e,די ערשטע ציבורישע,di,erschte,zi{b-v}{u-o}rische,di erschte zi{b-v}{u-o}rische,NA
11007,7385,ציגעהערן,NOUN,1,רן,-en,די טעגליכע ציגעהערן,di,tegli{k-ch}e,zigehern,di tegli{k-ch}e zigehern,NA
3289,6717,ציגעלע,ADJ,1,לע,-le,א ציגעלע בעל,a,zigele,{b-v}el,a zigele {b-v}el,NA
4551,9324,"ציווילע,",ADJ,1,לע,-le,"די ציווילע,",di,"ziwile,",NA,"di ziwile,",NA
2129,4265,ציונישע,ADJ,1,ע,-e,די ציונישע גאגנ,di,zi{u-o}nische,g{a-o}gn,di zi{u-o}nische g{a-o}gn,NA
273,633,צייטווייליגע,ADJ,1,NA,-e,א צייטווייליגע סטעי,a,zeitweilige,sstei,a zeitweilige sstei,NA
5708,989,צייטן,NOUN,1,טן,-en,די שווערסטע צייטן,di,schwersste,zeitn,di schwersste zeitn,NA
9985,6146,צייַטן,NOUN,1,טן,-en,די אָטאָמאַנישע צייַטן,di,aָt{a-o}ָm{a-o}ַnische,zeiַtn,di aָt{a-o}ָm{a-o}ַnische zeiַtn,1
6050,1380,צייכן,NOUN,1,כן,-en,א פראגע צייכן,a,{p-f}r{a-o}ge,zei{k-ch}n,a {p-f}r{a-o}ge zei{k-ch}n,NA
6312,1681,ציפערן,NOUN,1,רן,-en,די ריכטיגע ציפערן,di,ri{k-ch}tige,zi{p-f}ern,di ri{k-ch}tige zi{p-f}ern,1
6174,1522,ציקל,NOUN,1,קל,-el,א רעגולערע ציקל,a,reg{u-o}lere,zikl,a reg{u-o}lere zikl,NA
2025,4057,ציקלישע,ADJ,1,ע,-e,די ציקלישע גרופעס,di,ziklische,gr{u-o}{p-f}ess,di ziklische gr{u-o}{p-f}ess,NA
3788,7690,צירילישע,ADJ,1,ע,-e,די צירילישע בוכשטאבן,di,zirilische,{b-v}{u-o}{k-ch}scht{a-o}{b-v}n,di zirilische {b-v}{u-o}{k-ch}scht{a-o}{b-v}n,NA
1266,2507,צירקולאציע,ADJ,1,ע,-e,א צירקולאציע פון,a,zirk{u-o}l{a-o}zie,von,a zirk{u-o}l{a-o}zie von,NA
2340,4716,צירקולאציע.,ADJ,1,ע,-e,די צירקולאציע.,di,zirk{u-o}l{a-o}zie.,NA,di zirk{u-o}l{a-o}zie.,NA
439,958,צירקע,ADJ,1,NA,-e,א צירקע זעכציג,a,zirke,se{k-ch}zig,a zirke se{k-ch}zig,NA
4102,8375,צלם-בלומיקע,ADJ,1,קע,-e,דער צלם-בלומיקע (,der,zlm-{b-v}l{u-o}mike,(,der zlm-{b-v}l{u-o}mike (,NA
90,218,צעווילדעוועטע,ADJ,1,קע,-e,די צעווילדעוועטע מאסן,di,zewildewete,m{a-o}ssn,di zewildewete m{a-o}ssn,NA
5375,601,צעטלען,NOUN,1,לען,-len,די פּאָפּולערע צעטלען,di,{p-f}ּaָ{p-f}ּ{u-o}lere,zetlen,di {p-f}ּaָ{p-f}ּ{u-o}lere zetlen,NA
242,565,צעמישטע,ADJ,1,NA,-e,א צעמישטע סדר,a,zemischte,ssdr,a zemischte ssdr,NA
4,12,צענטע,ADJ,1,NA,-e,דאס צענטע יאר,d{a-o}ss,zente,i{a-o}r,d{a-o}ss zente i{a-o}r,NA
1374,2724,צענטע-גרעסטע,ADJ,1,טע,-e,די צענטע-גרעסטע עקאנאמיע,di,zente-gresste,ek{a-o}n{a-o}mie,di zente-gresste ek{a-o}n{a-o}mie,NA
984,1943,צענטראליזירטע,ADJ,1,NA,-e,א צענטראליזירטע עקאנאמיע,a,zentr{a-o}lisirte,ek{a-o}n{a-o}mie,a zentr{a-o}lisirte ek{a-o}n{a-o}mie,NA
580,1223,צענטראלע,ADJ,1,לע,-le,א צענטראלע טייל,a,zentr{a-o}le,teil,a zentr{a-o}le teil,1
3579,7288,צענטראַלע,ADJ,1,לע,-le,די צענטראַלע געגנטלעכע,di,zentr{a-o}ַle,gegntle{k-ch}e,di zentr{a-o}ַle gegntle{k-ch}e,NA
3239,6594,"צענטראלע,",ADJ,1,לע,-le,"די צענטראלע,",di,"zentr{a-o}le,",NA,"di zentr{a-o}le,",NA
3394,6912,צענטראַלע־,ADJ,1,לע,-le,די צענטראַלע־,di,zentr{a-o}ַle־,NA,di zentr{a-o}ַle־,NA
3281,6702,צענערלינגע,ADJ,1,NA,-e,די צענערלינגע ווערן,di,zenerlinge,wern,di zenerlinge wern,NA
4222,8659,צערעמאָניע,ADJ,1,ע,-e,די צערעמאָניע איז,di,zerem{a-o}ָnie,is,di zerem{a-o}ָnie is,NA
3303,6741,צערעמאניע־,ADJ,1,ע,-e,די צערעמאניע־,di,zerem{a-o}nie־,NA,di zerem{a-o}nie־,NA
3354,6855,צערעמאָעניע,ADJ,1,ע,-e,דער צערעמאָעניע האָט,der,zerem{a-o}ָenie,h{a-o}ָt,der zerem{a-o}ָenie h{a-o}ָt,NA
2618,5256,צעשטערטע,ADJ,1,NA,-e,די צעשטערטע שטאָט,di,zeschterte,scht{a-o}ָt,di zeschterte scht{a-o}ָt,1
1126,2251,צעשפליטערטע,ADJ,1,NA,-e,דער צעשפליטערטע מלוכה,der,zesch{p-f}literte,ml{u-o}{k-ch}h,der zesch{p-f}literte ml{u-o}{k-ch}h,NA
3395,6913,צעשפּרײטע־,ADJ,1,טע,-e,די צעשפּרײטע־,di,zesch{p-f}ּrײte־,NA,di zesch{p-f}ּrײte־,NA
6238,1597,צפונ''דיגן,NOUN,1,גן,-en,אן אויסגעשפראכענעם צפונ''דיגן,an,a{u-o}issgesch{p-f}r{a-o}{k-ch}enem,zvon''dign,an a{u-o}issgesch{p-f}r{a-o}{k-ch}enem zvon''dign,NA
4504,9247,צפונדיגע,ADJ,1,NA,-e,די צפונדיגע גרעניץ,di,zvondige,greniz,di zvondige greniz,NA
765,1583,צפונדיקע,ADJ,1,NA,-e,די צפונדיקע טייל,di,zvondike,teil,di zvondike teil,1
767,1585,צפתע,ADJ,1,ע,-e,די צפתע בערג,di,z{p-f}te,{b-v}erg,di z{p-f}te {b-v}erg,NA
633,1324,קאאליציע,ADJ,1,ע,-e,די קאאליציע אין,di,k{a-o}{a-o}lizie,in,di k{a-o}{a-o}lizie in,NA
1929,3893,קאָאליציע,ADJ,1,ע,-e,די קאָאליציע און,di,k{a-o}ָ{a-o}lizie,a{u-o}n,di k{a-o}ָ{a-o}lizie a{u-o}n,NA
415,920,"קאאליציע,",ADJ,1,ע,-e,"דער קאאליציע,",der,"k{a-o}{a-o}lizie,",NA,"der k{a-o}{a-o}lizie,",NA
3774,7662,קאאליציע.,ADJ,1,ע,-e,א קאאליציע.,a,k{a-o}{a-o}lizie.,NA,a k{a-o}{a-o}lizie.,NA
414,919,קאאליצישע,ADJ,1,ע,-e,א קאאליצישע פארהאנדלונג,a,k{a-o}{a-o}lizische,{p-f}{a-o}rh{a-o}ndl{u-o}ng,a k{a-o}{a-o}lizische {p-f}{a-o}rh{a-o}ndl{u-o}ng,NA
4346,8960,קאאפעראטיווע,ADJ,1,ע,-e,די קאאפעראטיווע רעפובליק,di,k{a-o}{a-o}{p-f}er{a-o}tiwe,re{p-f}{u-o}{b-v}lik,di k{a-o}{a-o}{p-f}er{a-o}tiwe re{p-f}{u-o}{b-v}lik,NA
211,489,קאאפעראציע,ADJ,1,ע,-e,די קאאפעראציע וועלכע,di,k{a-o}{a-o}{p-f}er{a-o}zie,wel{k-ch}e,di k{a-o}{a-o}{p-f}er{a-o}zie wel{k-ch}e,NA
12572,9294,קאארדינאטן,NOUN,1,טן,-en,די ערשטע קאארדינאטן,di,erschte,k{a-o}{a-o}rdin{a-o}tn,di erschte k{a-o}{a-o}rdin{a-o}tn,NA
880,1772,קאבינע,ADJ,1,ע,-e,א קאבינע און,a,k{a-o}{b-v}ine,a{u-o}n,a k{a-o}{b-v}ine a{u-o}n,NA
3390,6907,קאדענציע,ADJ,1,ע,-e,א קאדענציע פון,a,k{a-o}denzie,von,a k{a-o}denzie von,NA
4697,9576,קאווע,ADJ,1,ע,-e,א קאווע שטיבל,a,k{a-o}we,schti{b-v}l,a k{a-o}we schti{b-v}l,NA
7021,2542,קאזאקן,NOUN,1,קן,-en,די אנטיסעמיטישע קאזאקן,di,{a-o}ntissemitische,k{a-o}s{a-o}kn,di {a-o}ntissemitische k{a-o}s{a-o}kn,NA
11309,7760,קאטאליקן,NOUN,1,קן,-en,די שפאנישע קאטאליקן,di,sch{p-f}{a-o}nische,k{a-o}t{a-o}likn,di sch{p-f}{a-o}nische k{a-o}t{a-o}likn,NA
2783,5644,קאטאסטראפע.,ADJ,1,NA,-e,דער קאטאסטראפע.,der,k{a-o}t{a-o}sstr{a-o}{p-f}e.,NA,der k{a-o}t{a-o}sstr{a-o}{p-f}e.,NA
2915,5954,קאטוילישע,ADJ,1,ע,-e,די קאטוילישע קירכע,di,k{a-o}t{u-o}ilische,kir{k-ch}e,di k{a-o}t{u-o}ilische kir{k-ch}e,NA
5482,727,קאַטעגאָריע,NOUN,1,ע,-e,די ערשטע קאַטעגאָריע,di,erschte,k{a-o}ַteg{a-o}ָrie,di erschte k{a-o}ַteg{a-o}ָrie,NA
2888,5871,"קאטעגאריע,",ADJ,1,ע,-e,"די קאטעגאריע,",di,"k{a-o}teg{a-o}rie,",NA,"di k{a-o}teg{a-o}rie,",NA
2085,4175,קאַטעדרע,ADJ,1,NA,-e,דער קאַטעדרע פון,der,k{a-o}ַtedre,von,der k{a-o}ַtedre von,NA
4622,9459,קאַטעסטראָפֿע,ADJ,1,ע,-e,די קאַטעסטראָפֿע פֿונעם,di,k{a-o}ַtesstr{a-o}ָ{p-f}ֿe,{p-f}ֿ{u-o}nem,di k{a-o}ַtesstr{a-o}ָ{p-f}ֿe {p-f}ֿ{u-o}nem,NA
3070,6246,קאטראווערסיע,ADJ,1,ע,-e,א קאטראווערסיע אויף,a,k{a-o}tr{a-o}werssie,a{u-o}if,a k{a-o}tr{a-o}werssie a{u-o}if,NA
2904,5931,קאלאמביע,ADJ,1,ע,-e,דעם קאלאמביע עקסידענט,dem,k{a-o}l{a-o}m{b-v}ie,ekssident,dem k{a-o}l{a-o}m{b-v}ie ekssident,NA
6700,2141,קאלאניזאציע,NOUN,1,ע,-e,א גרויסע קאלאניזאציע,a,gr{u-o}isse,k{a-o}l{a-o}nis{a-o}zie,a gr{u-o}isse k{a-o}l{a-o}nis{a-o}zie,NA
10537,6810,קאלאניסטן,NOUN,1,טן,-en,די ערשטע קאלאניסטן,di,erschte,k{a-o}l{a-o}nisstn,di erschte k{a-o}l{a-o}nisstn,NA
3072,6250,קאָלאָניע,ADJ,1,ע,-e,דער קאָלאָניע זײַנען,der,k{a-o}ָl{a-o}ָnie,sײַnen,der k{a-o}ָl{a-o}ָnie sײַnen,NA
876,1768,קאַליעדיקע,ADJ,1,NA,-e,די קאַליעדיקע אויטאס,di,k{a-o}ַliedike,a{u-o}it{a-o}ss,di k{a-o}ַliedike a{u-o}it{a-o}ss,NA
631,1322,קאליציע,ADJ,1,ע,-e,דער קאליציע פון,der,k{a-o}lizie,von,der k{a-o}lizie von,NA
240,561,קאלירטע,ADJ,1,NA,-e,א קאלירטע סקרין,a,k{a-o}lirte,sskrin,a k{a-o}lirte sskrin,NA
7282,2845,קאלירן,NOUN,1,רן,-en,די פארשידענע קאלירן,di,{p-f}{a-o}rschidene,k{a-o}lirn,di {p-f}{a-o}rschidene k{a-o}lirn,NA
2896,5906,קאָלעגע,ADJ,1,טע,-e,די קאָלעגע פון,di,k{a-o}ָlege,von,di k{a-o}ָlege von,NA
955,1900,"קאלעקטיווע,",ADJ,1,ע,-e,"א קאלעקטיווע,",a,"k{a-o}lektiwe,",NA,"a k{a-o}lektiwe,",NA
3807,7735,קאמארנע,ADJ,1,ע,-e,די קאמארנע ספרים,di,k{a-o}m{a-o}rne,ss{p-f}rim,di k{a-o}m{a-o}rne ss{p-f}rim,NA
4539,9303,קאמבאנירטע,ADJ,1,NA,-e,די קאמבאנירטע קאנטראצעפטיוו,di,k{a-o}m{b-v}{a-o}nirte,k{a-o}ntr{a-o}ze{p-f}tiw,di k{a-o}m{b-v}{a-o}nirte k{a-o}ntr{a-o}ze{p-f}tiw,NA
785,1610,קאמבינאציע,ADJ,1,ע,-e,א קאמבינאציע וואס,a,k{a-o}m{b-v}in{a-o}zie,w{a-o}ss,a k{a-o}m{b-v}in{a-o}zie w{a-o}ss,1
