"","date","docname","from","to","pre","keyword","post","pattern"
"983","2014-11-27","zo_1339200.xhtml",156,156,"menschlichem Ermessen mit allen elf Stimmen der AfD-Fraktion rechnen . Mohring ist ein profilierter Konservativer . Er ist ein junger Stürmer und voll im Saft . « Auch den jetzigen Landtagspräsidenten Christian Carius würde die","AfD","notfalls wählen , träte er an : » Carius wäre im Zweifel für uns noch tragbar . In jedem Fall müsste die CDU uns ein gutes Angebot machen « , sagte Höcke . Nur ein","AfD|AFD"
"984","2014-11-27","zo_1339200.xhtml",197,197,"an : » Carius wäre im Zweifel für uns noch tragbar . In jedem Fall müsste die CDU uns ein gutes Angebot machen « , sagte Höcke . Nur ein CDU-Kandidat , der auch die","AfD-Fraktion","auf seine Seite ziehen kann , hat Chancen , statt Bodo Ramelow zum Regierungschef gewählt zu werden . DZ nächster Artikel : Thüringen Wie gefährlich ist Bodo Ramelow ? Eine Einschätzung von Bernhard Vogel ,","AfD|AFD"
"985","2014-11-27","zo_1338735.xhtml",249,249,"derzeit nur eines plausibel : Rot-Grün . Kann es das geben : eine rot-grüne Koalition der politischen Mitte ? Warum nicht , könnte man meinen . Links die Linken , rechts CDU und vielleicht die","AfD",", dazwischen die pragmatisch-risikoscheue Hamburger SPD und die handzahmen Grünen , die vor jeder größeren Entscheidung die Bürger , die sie gerade gewählt haben , per Referendum ein zweites Mal um Erlaubnis bitten wollen .","AfD|AFD"
"986","2014-11-27","zo_1338735.xhtml",1164,1164,"in Harvestehude , Marienthal und Sasel ziehen Anwohner gegen Flüchtlingsheime vor Gericht . Bisher hat keine Partei versucht , aus diesem Konflikt Kapital zu schlagen . Das dürfte sich spätestens dann ändern , wenn die","AfD","in die Bürgerschaft einzieht . Verkehr , Schulen , Flüchtlinge - selbst wenn ein rot-grüner Senat auf all diesen Feldern nur das Nötigste täte , müsste er mit neuen Kampagnen des Protestbürgertums rechnen . Und","AfD|AFD"
"987","2014-11-27","zo_1338735.xhtml",1268,1268,"der Bürgerschaft herrscht Einigkeit , dass Hamburg mehr tun muss , um Hilfesuchende angemessen aufzunehmen . Etwa jeder Fünfte sieht die Zuwanderung skeptisch . Es gibt erste Protestinitiativen , bisher aber geht nur die rechte","AfD","auf diese Wähler zu . Trotzdem zeichnen sich Konflikte ab . SPD und CDU wollen unbegleitete Minderjährige in andere Bundesländer schicken , die Grünen sind dagegen . Je weiter die SPD von der eigenen Position","AfD|AFD"
"988","2014-11-27","zo_1338735.xhtml",1345,1345,"entgegen zu kommen , desto leichter wäre sie von rechts angreifbar . Wichtiger noch ist die Frage der Integration . Grüne und SPD wollen Flüchtlingen möglichst schnell ein normales Leben ermöglichen . Aus Sicht der","AfD","werden Bewohner armer Länder dadurch erst zur Flucht nach Deutschland verleitet . Streitpunkt Schulen Theoretisch ist die Systemfrage seit dem Schulstreit vor vier Jahren geklärt : Gymnasien für die Kinder der Gebildeten , Stadtteilschulen mit","AfD|AFD"
"989","2014-12-04","zo_1340870.xhtml",859,859,"zu vergessen , was Mr . Hyde gerade treibt . Nur eines kann man nicht : diese Wahl zur bundespolitischen Normalisierung der Linken verklären und gleichzeitig der Union weiterhin strikt verbieten , irgendwo mit der","AfD","zu koalieren . Vielleicht kann man sich darauf einigen , Links- und Rechtspopulisten mit demselben Maß zu messen . Überzogene deutsche Israelkritik etwa spielt mit dem Antisemitismus , egal , von wem sie kommt .","AfD|AFD"
"990","2014-12-04","zo_1341266.xhtml",1128,1128,"erinnern , dass diese Länder zur Nato gehören . Proaktive Politik ist immer möglich . ZEIT : Früher sorgten Sie sich um den deutschen Pazifismus , gibt Ihnen heute nicht der neue deutsche Populismus der","AfD","zu denken ? Minc : Der Populismus ist überall in Europa . Deutschland war ihm aufgrund des Gewichts seiner Geschichte weniger ausgesetzt . Aber nun normalisiert sich das Land auch in dieser Hinsicht . Aber","AfD|AFD"
"991","2014-12-04","zo_1341160.xhtml",913,913,"veröffentlichte mit Mitgliedern des streng konservativen Berliner Kreises in der Union Denkschriften . Im Landtag löste er einen Eklat aus , indem er mit schwarz-rot-goldener Krawatte auftrat . Im Wahlkampf , als seine Partei die","AfD","zu ignorieren versuchte , wagte er ein Streitgespräch mit deren Frontfrau Frauke Petry , er ließ sich dafür mit ihr politisch höchst lasziv fotografieren - vor einem Hotelbett . Andererseits ist er Teil der neuen","AfD|AFD"
"992","2014-12-04","zo_1341160.xhtml",1217,1217,". Wenn es keine Freude macht , ist es doch nichts wert . Ich bin ja kein Sänger im Knabenchor . Sondern Fraktionschef im Parlament . « Es gibt in seiner Welt keinen Widerspruch zwischen","AfD-Nähe","und Grünen-Liebelei . Es gibt eher Kategorien wie : sterbenslangweilig oder aufregend . Heute-Journal -tauglich oder eben nicht . Sollte ein CDU-Kandidat sich im Parlament von der AfD mitwählen lassen ? Mohring hat immer vermieden","AfD|AFD"
"993","2014-12-04","zo_1341160.xhtml",1245,1245,"gibt in seiner Welt keinen Widerspruch zwischen AfD-Nähe und Grünen-Liebelei . Es gibt eher Kategorien wie : sterbenslangweilig oder aufregend . Heute-Journal -tauglich oder eben nicht . Sollte ein CDU-Kandidat sich im Parlament von der","AfD","mitwählen lassen ? Mohring hat immer vermieden , das auszuschließen . Er betrachtet die AfD taktisch , nicht moralisch . Das führt dazu , dass in Thüringen nun zwei unerhörte Experimente gegeneinanderstehen : Rot-Rot-Grün ,","AfD|AFD"
"994","2014-12-04","zo_1341160.xhtml",1260,1260,"wie : sterbenslangweilig oder aufregend . Heute-Journal -tauglich oder eben nicht . Sollte ein CDU-Kandidat sich im Parlament von der AfD mitwählen lassen ? Mohring hat immer vermieden , das auszuschließen . Er betrachtet die","AfD","taktisch , nicht moralisch . Das führt dazu , dass in Thüringen nun zwei unerhörte Experimente gegeneinanderstehen : Rot-Rot-Grün , 46 Stimmen , gegen CDU-AfD , 45 Stimmen . » Ich bin für gesunden Populismus","AfD|AFD"
"995","2014-12-04","zo_1341160.xhtml",1285,1285,"hat immer vermieden , das auszuschließen . Er betrachtet die AfD taktisch , nicht moralisch . Das führt dazu , dass in Thüringen nun zwei unerhörte Experimente gegeneinanderstehen : Rot-Rot-Grün , 46 Stimmen , gegen","CDU-AfD",", 45 Stimmen . » Ich bin für gesunden Populismus « , sagt Mohring . » Ich bin dafür , Sachen zu sagen , die manche vielleicht zugespitzt finden . « Aber haben jene ,","AfD|AFD"
"996","2014-12-04","zo_1341173.xhtml",168,168,", schlüpft die CDU in die Rolle der außerparlamentarischen Opposition . Am 9 . November skandierten einige Tausend Demonstranten in Erfurt » Ramelow raus ! « - unter ihnen neben Christdemokraten auch einige Fackelträger von","AfD","und NPD . Die rechte Volksfront artikuliert ohne jeden Zweifel die Stimmung eines Teils der Bevölkerung : Mit der Linken komme die SED zurück an die Macht , es drohten Sodom und Gomorrha , zumindest","AfD|AFD"
"997","2014-12-04","zo_1340216.xhtml",386,386,"wird man zuerst mal , wenn jemand in der Talkshow als » der in Dresden geborene Politik-Prosecco Arnulf Baring « angekündigt wird , an das Getränk denken . Oder wenn es heißt , » die","AfD","ist eine Prosecco-Partei « . Das gibt sich mit der Zeit . Was aber noch viel besser ist - die Assoziation mit dem Getränk passt . Prosecco ist wahrscheinlich das geschlechtsneutralste Alkoholgetränk überhaupt . Frauen","AfD|AFD"
"998","2014-12-11|2016-04-28","zo_politik.xhtml",120,120,"Bill De Blasio und anderen ( 160 Wörter ) Abschied Ein Gespräch mit Klaus Wowereit über seine Aussichten , vermisst zu werden VON PETER DAUSEND , STEFAN WILLEKE ( 1817 Wörter ) Die Nachricht Die","AfD","wirbt um die Wirtschaft VON CATERINA LOBENSTEIN ( 223 Wörter ) KP Chinas Präsident zieht alle Macht in der KP an sich . Geht er zu weit ? VON ANGELA KÖCKRITZ ( 1033 Wörter )","AfD|AFD"
"999","2014-12-11|2016-04-28","zo_1342512.xhtml",2401,2401,"ging « » Die Generation der 30- bis 40-Jährigen ist in den Parteien jedenfalls nicht richtig zu sehen « Fotos : Oliver Mark für DIE ZEIT ( am 24.11.2014 in Berlin ) nächster Artikel:Die NachrichtDie","AfD","wirbt um die Wirtschaft [ Übersicht Politik ] [ Ressort-Übersicht ]","AfD|AFD"
"1000","2014-12-11|2016-04-28","zo_1342542.xhtml",13,13,"[ Übersicht Politik ] [ nächster Artikel ] Alternative für Manager Die","AfD","wirbt um die Wirtschaft ( 223 Wörter ) Die Alternative für Deutschland dringt weiter vor ins Terrain der CDU : Am 24 . Januar will die eurokritische Partei das » Mittelstandsforum der AfD « gründen","AfD|AFD"
"1001","2014-12-11|2016-04-28","zo_1342542.xhtml",46,46,"Manager Die AfD wirbt um die Wirtschaft ( 223 Wörter ) Die Alternative für Deutschland dringt weiter vor ins Terrain der CDU : Am 24 . Januar will die eurokritische Partei das » Mittelstandsforum der","AfD","« gründen , einen Wirtschaftsverband , der dem Wirtschaftsrat der CDU nachempfunden ist und die Interessen mittelständischer Unternehmer vertreten soll . Das Gründungstreffen in Kassel sollen die AfD-Bundessprecherin Frauke Petry und Heinrich Weiss eröffnen ,","AfD|AFD"
"1002","2014-12-11|2016-04-28","zo_1342542.xhtml",74,74,"die eurokritische Partei das » Mittelstandsforum der AfD « gründen , einen Wirtschaftsverband , der dem Wirtschaftsrat der CDU nachempfunden ist und die Interessen mittelständischer Unternehmer vertreten soll . Das Gründungstreffen in Kassel sollen die","AfD-Bundessprecherin","Frauke Petry und Heinrich Weiss eröffnen , Aufsichtsratschef des Anlagenbauers SMS und ehemaliger BDI-Präsident . » Das Forum soll eine Apo der Mittelständler werden « , sagt Weiss . » Die Unternehmerschaft ist maßlos enttäuscht","AfD|AFD"
"1003","2014-12-11|2016-04-28","zo_1342542.xhtml",135,135,", sagt Weiss . » Die Unternehmerschaft ist maßlos enttäuscht von der Wirtschaftspolitik der großen Koalition . « Zurzeit würden Einladungen an etwa 500 Unternehmer und Manager aus ganz Deutschland verschickt , berichtet der Düsseldorfer","AfD-Vorstand","Ulrich Wlecke , der das Gründungstreffen » in enger Abstimmung mit dem Bundesvorstand der AfD « organisiert . Das Forum stehe allen offen , die sich » zur sozialen Marktwirtschaft bekennen , die Grundsätze der","AfD|AFD"
"1004","2014-12-11|2016-04-28","zo_1342542.xhtml",150,150,"Koalition . « Zurzeit würden Einladungen an etwa 500 Unternehmer und Manager aus ganz Deutschland verschickt , berichtet der Düsseldorfer AfD-Vorstand Ulrich Wlecke , der das Gründungstreffen » in enger Abstimmung mit dem Bundesvorstand der","AfD","« organisiert . Das Forum stehe allen offen , die sich » zur sozialen Marktwirtschaft bekennen , die Grundsätze der AfD mittragen und sich politisch heimatlos fühlen « . Die AfD will mit ihrem Wirtschaftsverband","AfD|AFD"
"1005","2014-12-11|2016-04-28","zo_1342542.xhtml",171,171,"Ulrich Wlecke , der das Gründungstreffen » in enger Abstimmung mit dem Bundesvorstand der AfD « organisiert . Das Forum stehe allen offen , die sich » zur sozialen Marktwirtschaft bekennen , die Grundsätze der","AfD","mittragen und sich politisch heimatlos fühlen « . Die AfD will mit ihrem Wirtschaftsverband unter anderem gegen die Frauenquote sowie die Steuer- und Finanzpolitik der Regierung mobilisieren . Außerdem wolle man Unternehmen unterstützen , die","AfD|AFD"
"1006","2014-12-11|2016-04-28","zo_1342542.xhtml",181,181,"mit dem Bundesvorstand der AfD « organisiert . Das Forum stehe allen offen , die sich » zur sozialen Marktwirtschaft bekennen , die Grundsätze der AfD mittragen und sich politisch heimatlos fühlen « . Die","AfD","will mit ihrem Wirtschaftsverband unter anderem gegen die Frauenquote sowie die Steuer- und Finanzpolitik der Regierung mobilisieren . Außerdem wolle man Unternehmen unterstützen , die von den Sanktionen gegen Russland betroffen seien . Nur zwei","AfD|AFD"
"1007","2014-12-11|2016-04-28","zo_1342542.xhtml",222,222,"anderem gegen die Frauenquote sowie die Steuer- und Finanzpolitik der Regierung mobilisieren . Außerdem wolle man Unternehmen unterstützen , die von den Sanktionen gegen Russland betroffen seien . Nur zwei Drittel der eingeladenen Unternehmer sind","AfD-Mitglieder",". Damit versucht die Partei auch jene anzusprechen , die mit den wirtschaftspolitischen Positionen der AfD sympathisieren , sich aber vom restlichen Programm abgeschreckt fühlen . » Wir dürfen den rechten Extremisten in der AfD","AfD|AFD"
"1008","2014-12-11|2016-04-28","zo_1342542.xhtml",238,238,"Unternehmen unterstützen , die von den Sanktionen gegen Russland betroffen seien . Nur zwei Drittel der eingeladenen Unternehmer sind AfD-Mitglieder . Damit versucht die Partei auch jene anzusprechen , die mit den wirtschaftspolitischen Positionen der","AfD","sympathisieren , sich aber vom restlichen Programm abgeschreckt fühlen . » Wir dürfen den rechten Extremisten in der AfD nicht das Ruder überlassen « , sagt Weiss . CATERINA LOBENSTEIN nächster Artikel:KPChinas Präsident zieht alle","AfD|AFD"
"1009","2014-12-11|2016-04-28","zo_1342542.xhtml",257,257,"AfD-Mitglieder . Damit versucht die Partei auch jene anzusprechen , die mit den wirtschaftspolitischen Positionen der AfD sympathisieren , sich aber vom restlichen Programm abgeschreckt fühlen . » Wir dürfen den rechten Extremisten in der","AfD","nicht das Ruder überlassen « , sagt Weiss . CATERINA LOBENSTEIN nächster Artikel:KPChinas Präsident zieht alle Macht in der KP an sich . Geht er zu weit ? [ Übersicht Politik ] [ Ressort-Übersicht ]","AfD|AFD"
"1010","2014-12-11|2016-04-28","zo_1342466.xhtml",326,326,"auf die Straße . Polemisch gesagt : Die Pegidas kommen und gehen - aber die diffuse Wut gegen eingebildete und tatsächliche Kränkungen wird im Osten noch lange nicht abklingen . Auch der besondere Erfolg der","AfD","in den neuen Ländern erklärt sich zu einem Teil daraus . Mit dieser Diagnose bricht man nicht den Stab über den Osten , sondern lenkt den Blick auf ein unbewältigtes Stück deutsch-deutscher Geschichte . Die","AfD|AFD"
"1011","2014-12-11|2016-04-28","zo_1342877.xhtml",399,399,". Erstens geht von der Krise derzeit keine akute Gefahr mehr für die gemeinsame Währung - und damit für die Ersparnisse der Deutschen - aus . Und zweitens gibt es in Deutschland heute mit der","AfD","eine Euro-skeptische Kraft , die nur knapp den Einzug in den Bundestag verpasst hat und derzeit die Landesparlamente erobert . Deshalb trifft eine Maßnahme , die der AfD Wähler zutreiben dürfte , diesmal in Berlin","AfD|AFD"
"1012","2014-12-11|2016-04-28","zo_1342877.xhtml",427,427,"gibt es in Deutschland heute mit der AfD eine Euro-skeptische Kraft , die nur knapp den Einzug in den Bundestag verpasst hat und derzeit die Landesparlamente erobert . Deshalb trifft eine Maßnahme , die der","AfD","Wähler zutreiben dürfte , diesmal in Berlin auf erheblich mehr Skepsis . Zumal es um gewaltige Summen geht . Allein um ihre Bilanzsumme wie angekündigt auszuweiten , müsste die Notenbank nach internen Schätzungen Anleihen im","AfD|AFD"
"1013","2014-12-11|2016-04-28","zo_1342350.xhtml",554,554,"erfolgreiche Landrätin - , stürzte kurz darauf Edmund Stoiber . Dass sie danach für allerlei Kleinparteien antrat , war für ihre Karriere zwar ein Desaster ; doch wenig später kamen tatsächlich die Piraten und die","AfD","auf . Und seit Pauli nun ihre ganze Aufmerksamkeit auf Deutschlands populärste Ferieninsel richtet , stellt sich die Frage : Kippt auch auf Sylt gerade etwas ? Im Landhaus Stricker hebt die Anwärterin das Glas","AfD|AFD"
"1014","2014-12-11|2016-04-28","zo_1343063.xhtml",111,111,"Brandt tun ? « ZEIT NR . 49 Willy Brandt hätte den Kopf geschüttelt und wahrscheinlich prüfen lassen , ob ein Schiedsverfahren am Platz ist , wenn ein SPD-Mitglied bei Herrn Jakunin mit Vorständen von","AfD","und NPD auftritt . Wäre das Egon Bahr gewesen , hätte er vielleicht geschmunzelt , » Sieh da , unser linker Deutschnationaler « . Wenn es bei Ihnen heißt , Bahr sei der » Architekt","AfD|AFD"
"1015","2014-12-11|2016-04-28","zo_1343079.xhtml",602,602,"mit dem Teufel paktieren ? Noch wiegt sich sein nächstes Opfer in Sicherheit . Björn Höcke Der skrupellose Fiesling der neuen Episoden . Ein knallharter Hund . Führt im Parlament die Fraktion der erklärten Rebellenpartei","AfD","an , die das Establishment der Hauptstadt ablehnt . Höcke verachtet die Linken um den neuen Regierungschef Bodo Ramelow . Er versuchte schon am Ende der vorigen Staffel , in letzter Sekunde Ramelows Wahl zu","AfD|AFD"
"1016","2014-12-11|2016-04-28","zo_1343079.xhtml",941,941,"Arbeit gebracht - dass Ramelow im Land herrscht , verwinden sie nur schwer . Sinnen sie auf Rache für ihren christdemokratischen Parteiclan ? Um wenigstens diesen zu retten , müssen sie Mike Mohring von der","AfD","fernhalten . Ein Höllenjob ! Anja Siegesmund Ihr Part war bislang jener der smarten jungen Hoffnungsträgerin . Doch oh , sie hat alle getäuscht ! Noch vor der Wahl brachte sich Anja Siegesmund als Anhängerin","AfD|AFD"
"1017","2014-12-11|2016-04-28","zo_hamburg.xhtml",24,24,"Hamburg [ Ressort-Übersicht ] Gespräch Klaus-Michael Kühnes Herz hängt noch immer an Hamburg VON HANNA GRABBE , MARC WIDMANN ( 1530 Wörter )","AfD","Die Partei bringt die Dumpfheit zurück in die Hamburger Politik VON MARC WIDMANN ( 244 Wörter ) Handelskammer Zu der Zukunftsstrategie könnte wieder mehr Verschwiegenheit gehören VON HANNA GRABBE ( 406 Wörter ) Eppendorf Wie","AfD|AFD"
"1018","2014-12-11|2016-04-28","zo_1342231.xhtml",1988,1988,": » Ich habe jetzt wirklich schon viel zu viel Geld in dieses Hobby investiert « Fotos : Gian Marco Castelberg / 13 Photo ( o . ) ; Christian Charisius / dpa Picture-Alliance nächster","Artikel:AfDDie","Partei bringt die Dumpfheit zurück in die Hamburger Politik [ Übersicht Hamburg ] [ Ressort-Übersicht ]","AfD|AFD"
"1019","2014-12-11|2016-04-28","zo_1342213.xhtml",12,12,"[ Übersicht Hamburg ] [ nächster Artikel ] KOMMENTAR Déjà-vu Die","AfD","verklagt die Kampnagel-Intendantin - und bringt die Dumpfheit zurück in die Hamburger PolitikVON MARC WIDMANN ( 244 Wörter ) Es gibt Neuigkeiten von der Hamburger AfD . Nein , diesmal ist nicht wieder der halbe","AfD|AFD"
"1020","2014-12-11|2016-04-28","zo_1342213.xhtml",38,38,"Hamburg ] [ nächster Artikel ] KOMMENTAR Déjà-vu Die AfD verklagt die Kampnagel-Intendantin - und bringt die Dumpfheit zurück in die Hamburger PolitikVON MARC WIDMANN ( 244 Wörter ) Es gibt Neuigkeiten von der Hamburger","AfD",". Nein , diesmal ist nicht wieder der halbe Landesvorstand zurückgetreten wie vor zwei Monaten . Diesmal haben die Verbliebenen im Vorstand eine Strafanzeige gestellt . Sie werfen der Kampnagel-Intendantin Amelie Deuflhard » Beihilfe zu","AfD|AFD"
"1021","2014-12-11|2016-04-28","zo_1342213.xhtml",106,106,"» Beihilfe zu Ausländerstraftaten « vor . Warum ? Weil auf dem Gelände der Kulturfabrik sechs Lampedusa-Flüchtlinge in einem Kunstprojekt , einem Nachbau der Roten Flora , Zuflucht gefunden haben sollen . Das hat die","AfD","mitbekommen . Und gleich mal Anzeige erstattet . Man könnte sich jetzt also empören über die Rückkehr der Dumpfheit in die Hamburger Politik . Darüber , dass eine Partei mit Kritik am Euro begann und","AfD|AFD"
"1022","2014-12-11|2016-04-28","zo_1342213.xhtml",169,169,"eine Partei mit Kritik am Euro begann und nun keine besseren Themen findet als die Standardthemen aller populistischen Protestparteien : Sicherheit , Kriminalität , Ausländer . Man könnte sich aufregen über die Blankeneser Direktkandidatin der","AfD",", die auf ihrer Webseite die Anzeige publik macht und schwadroniert , » Hamburgs Toleranz gegenüber Rechtsbrechern ist leider seit langem bekannt « ; die Frau war Sprecherin der Schill-Partei . Doch damit würde man","AfD|AFD"
"1023","2014-12-11|2016-04-28","zo_1342213.xhtml",206,206,"die auf ihrer Webseite die Anzeige publik macht und schwadroniert , » Hamburgs Toleranz gegenüber Rechtsbrechern ist leider seit langem bekannt « ; die Frau war Sprecherin der Schill-Partei . Doch damit würde man der","AfD","den Gefallen tun , auf ihre Provokation hereinzufallen . Vielmehr sollte man dankbar sein , dass sie rechtzeitig vor der Wahl ihre innere Not offenbart . Vielleicht eröffnet die Aktion ja auch einen Weg für","AfD|AFD"
"1024","2014-12-11|2016-04-28","zo_1342213.xhtml",254,254,"dankbar sein , dass sie rechtzeitig vor der Wahl ihre innere Not offenbart . Vielleicht eröffnet die Aktion ja auch einen Weg für die Stadt , um Kosten zu senken . Wenn die Politiker der","AfD","so gerne Anzeige erstatten , warum spendiert man ihnen nicht ein paar Fotohandys ? Damit könnte der AfD-Landesvorstand durch die Straßen patrouillieren und alle Falschparker zur Anzeige bringen . Das wäre auch eine Alternative .","AfD|AFD"
"1025","2014-12-11|2016-04-28","zo_1342213.xhtml",272,272,"ja auch einen Weg für die Stadt , um Kosten zu senken . Wenn die Politiker der AfD so gerne Anzeige erstatten , warum spendiert man ihnen nicht ein paar Fotohandys ? Damit könnte der","AfD-Landesvorstand","durch die Straßen patrouillieren und alle Falschparker zur Anzeige bringen . Das wäre auch eine Alternative . nächster Artikel:HandelskammerZu der Zukunftsstrategie könnte wieder mehr Verschwiegenheit gehören [ Übersicht Hamburg ] [ Ressort-Übersicht ]","AfD|AFD"
"1026","2014-12-17","zo_1344208.xhtml",86,86,"Ein Streifzug durch Deutschland VON CHRISTOPH DIECKMAN , CHRISTIAN FUCHS , MATTHIAS GEIS , ANNE HÄHNIG , ANGELA KÖCKRITZ , MARTIN MACHOWECZ , DANIEL MÜLLER , STEFAN SCHIRMER , MERLIND THEILE ( 2551 Wörter )","AfD-Politiker","Alexander Gauland am Rande der Pegida-Kundgebung in Dresden Warum er hier ist ? Alexander Gauland macht ein freundliches Gesicht . » Ich will Menschen nicht verurteilen , bevor ich nicht erfahren habe , was sie","AfD|AFD"
"1027","2014-12-17","zo_1344208.xhtml",143,143,"Ich will Menschen nicht verurteilen , bevor ich nicht erfahren habe , was sie bewegt « , sagt er . » Ich will das selber sehen . « Am Montagabend steht Gauland , Fraktionschef der","AfD","im Landtag von Brandenburg , in Dresden auf einem Parkplatz vor dem Hygienemuseum . Mit fünf anderen AfD-Abgeordneten ist er in einem Kleinbus angereist , um sich anzuschauen , was seit einigen Wochen die Republik","AfD|AFD"
"1028","2014-12-17","zo_1344208.xhtml",161,161,"er . » Ich will das selber sehen . « Am Montagabend steht Gauland , Fraktionschef der AfD im Landtag von Brandenburg , in Dresden auf einem Parkplatz vor dem Hygienemuseum . Mit fünf anderen","AfD-Abgeordneten","ist er in einem Kleinbus angereist , um sich anzuschauen , was seit einigen Wochen die Republik erregt : die Kundgebungen von Pegida , den » Patriotischen Europäern gegen die Islamisierung des Abendlandes « ,","AfD|AFD"
"1029","2014-12-17","zo_1344208.xhtml",214,214,"erregt : die Kundgebungen von Pegida , den » Patriotischen Europäern gegen die Islamisierung des Abendlandes « , die in Dresden gegen Überfremdung und für schärfere Asylgesetze protestieren . Als » natürliche Verbündete « der","AfD","hatte Gauland , 73 , diese Menschen vergangene Woche bezeichnet . Jetzt hält er einen Zettel in der Hand , die 19 Thesen von Pegida . Gauland setzt seine Lesebrille auf . » Nulltoleranz gegen","AfD|AFD"
"1030","2014-12-17","zo_1344208.xhtml",298,298,"Gegen Gendermainstreaming - sagen wir auch « , sagt Gauland . » Also , das können wir alles unterschreiben . « 15 000 Menschen sind zur neunten Pegida-Kundgebung gekommen , ein neuer Rekord . Der","AfD-Fraktionschef","steht am Rand der Versammlung , vereinzelt erkennen ihn Demonstranten , sie schütteln ihm die Hand . » Es ist Aufgabe der Politik , die Ängste der Menschen aufzugreifen « , sagt Gauland . Die","AfD|AFD"
"1031","2014-12-17","zo_1344208.xhtml",406,406,"Strategie , die rechten Ränder einzubinden , hat solange funktioniert , wie es keine Parteien rechts von CDU und CSU gab . Doch nun sind da Pegida und ihre vielen Ableger , und mit der","AfD","existiert zum ersten Mal seit Jahren auch eine Partei , die entschlossen scheint , die neuen Wutbürger zu umarmen . Ist sie der politische Hebel , der die vagabundierende deutsche Wut in die Mitte der","AfD|AFD"
"1032","2014-12-17","zo_1344208.xhtml",624,624,"Dabei habe er den Koran gelesen und finde es ganz schrecklich , was man ihm unterstelle . Nach der Begegnung mit der ZEIT schickt Sirch eine SMS : Seit einem Jahr sei er Mitglied der","AfD",". » Nur so kann ich erfahren , wer oder was dort prägend ist . « Die Medien hält er für tendenziös , in Richtung links verzogen . Am vergangenen Samstag hatten die Dresdner Neuesten","AfD|AFD"
"1033","2014-12-17","zo_1344208.xhtml",2114,2114,"Wir sind keine Leute mit Abstiegsangst ! « , hat er ins Mikrofon gebrüllt . » Die anderen haben Angst ! Dass ihr eure Macht entdeckt ! « - » Nicht schlecht « , befindet","AfD-Tourist","Gauland hinterher . » Rhetorisch gut gemacht . « Offiziell ist man sich in der AfD allerdings noch nicht darüber einig , wie man sich zu Pegida stellen soll . Hans-Olaf Henkel rät zu Distanz","AfD|AFD"
"1034","2014-12-17","zo_1344208.xhtml",2130,2130,"Die anderen haben Angst ! Dass ihr eure Macht entdeckt ! « - » Nicht schlecht « , befindet AfD-Tourist Gauland hinterher . » Rhetorisch gut gemacht . « Offiziell ist man sich in der","AfD","allerdings noch nicht darüber einig , wie man sich zu Pegida stellen soll . Hans-Olaf Henkel rät zu Distanz , doch Gauland und AfD-Chef Lucke scheinen entschlossen , Pegida zu umarmen . Die Pegida-Organisatoren in","AfD|AFD"
"1035","2014-12-17","zo_1344208.xhtml",2154,2154,"Rhetorisch gut gemacht . « Offiziell ist man sich in der AfD allerdings noch nicht darüber einig , wie man sich zu Pegida stellen soll . Hans-Olaf Henkel rät zu Distanz , doch Gauland und","AfD-Chef","Lucke scheinen entschlossen , Pegida zu umarmen . Die Pegida-Organisatoren in Dresden glauben , über kurz oder lang könne man die übergroße Mehrzahl der Deutschen erreichen . Angeblich erwägt das Bündnis , bei den Dresdner","AfD|AFD"
"1036","2014-12-17","zo_1344208.xhtml",2234,2234,"der nächsten Schritte hin zur bundesweiten Etablierung von Pegida soll Leipzig als Revolutionsstadt von 1989 sein , im Januar soll der erste Marsch stattfinden . Wie schwer sich die etablierte Politik mit Pegida und der","AfD","tut , konnte man zuletzt bei den Parteitagen von CDU und CSU beobachten Und längst ist der Übergang von Pegida zur AfD fließend . Beim Aufbau des Leipziger Ablegers Legida ( Leipzig gegen die Islamisierung","AfD|AFD"
"1037","2014-12-17","zo_1344208.xhtml",2256,2256,"Marsch stattfinden . Wie schwer sich die etablierte Politik mit Pegida und der AfD tut , konnte man zuletzt bei den Parteitagen von CDU und CSU beobachten Und längst ist der Übergang von Pegida zur","AfD","fließend . Beim Aufbau des Leipziger Ablegers Legida ( Leipzig gegen die Islamisierung des Abendlandes ) hilft Hans-Thomas Tillschneider , AfD-Landesvorstandsmitglied und Islamwissenschaftler aus Leipzig . Tillschneider erlangte einige Bekanntheit , weil er in der","AfD|AFD"
"1038","2014-12-17","zo_1344208.xhtml",2277,2277,"Parteitagen von CDU und CSU beobachten Und längst ist der Übergang von Pegida zur AfD fließend . Beim Aufbau des Leipziger Ablegers Legida ( Leipzig gegen die Islamisierung des Abendlandes ) hilft Hans-Thomas Tillschneider ,","AfD-Landesvorstandsmitglied","und Islamwissenschaftler aus Leipzig . Tillschneider erlangte einige Bekanntheit , weil er in der Vergangenheit gegen einen geplanten Moscheeneubau in Leipzig mobilmachte . Regelmäßig marschiert er inzwischen bei den Dresdner Pegida-Demos mit , am Rande","AfD|AFD"
