"","token","frequency.Var1","frequency.Freq"
"3360","visual","visual",12
"3361","visualise","visualise",4
"3362","visually","visually",2
"3363","vociferously","vociferously",2
"3364","voice","voice",18
"3365","voiced","voiced",2
"3366","voicemail","voicemail",2
"3367","voices","voices",40
"3368","void","void",2
"3369","volumes","volumes",2
"3370","voluntary","voluntary",2
"3371","w","w",234
"3372","W","W",8
"3373","wa","wa",2
"3374","waffle","waffle",2
"3375","waiting","waiting",4
"3376","wake","wake",6
"3377","walk","walk",10
"3378","walked","walked",2
"3379","walking","walking",8
"3380","walks","walks",2
"3381","wallow","wallow",2
"3382","wan","wan",84
"3383","wandering","wandering",2
"3384","wanders","wanders",2
"3385","wanna","wanna",4
"3386","want","want",170
"3387","wanted","wanted",14
"3388","wants","wants",10
"3389","war","war",2
"3390","ward","ward",18
"3391","wards","wards",6
"3392","warmed","warmed",2
"3393","was","was",734
"3394","wash","wash",2
"3395","waste","waste",2
"3396","watch","watch",12
"3397","watched","watched",4
"3398","watching","watching",10
"3399","water","water",8
"3400","wave","wave",2
"3401","way","way",218
"3402","ways","ways",58
"3403","we","we",360
"3404","weakness","weakness",8
"3405","wealthy","wealthy",2
"3406","web","web",18
"3407","webpage","webpage",16
"3408","Webplus","Webplus",2
"3409","website","website",38
"3410","websites","websites",14
"3411","Wednesday","Wednesday",4
"3412","weed","weed",16
"3413","week","week",34
"3414","weekly","weekly",4
"3415","weeks","weeks",8
"3416","weird","weird",2
"3417","welcome","welcome",2
"3418","well","well",542
"3419","Wendy","Wendy",4
"3420","went","went",84
"3421","wer","wer",2
"3422","were","were",96
"3423","wet","wet",4
"3424","wh","wh",10
"3425","wha","wha",6
"3426","what","what",906
"3427","whatever","whatever",100
"3428","wheel","wheel",4
"3429","when","when",464
"3430","whenever","whenever",6
"3431","where","where",132
"3432","whereas","whereas",40
"3433","whereby","whereby",2
"3434","whether","whether",22
"3435","which","which",170
"3436","while","while",18
"3437","whilst","whilst",4
"3438","whinger","whinger",2
"3439","white","white",18
"3440","who","who",98
"3441","whole","whole",24
"3442","why","why",136
"3443","wi","wi",10
"3444","wide","wide",4
"3445","wider","wider",2
"3446","width","width",6
"3447","wife","wife",4
"3448","wifi","wifi",2
"3449","wild","wild",2
"3450","wildlife","wildlife",2
"3451","will","will",90
"3452","willed","willed",2
"3453","win","win",10
"3454","wind","wind",14
"3455","winding","winding",2
"3456","window","window",4
"3457","Windows","Windows",4
"3458","windy","windy",4
"3459","winky","winky",2
"3460","winter","winter",10
"3461","wise","wise",2
"3462","wish","wish",2
"3463","wit","wit",20
"3464","with","with",814
"3465","withdraw","withdraw",2
"3466","withdrawing","withdrawing",2
"3467","within","within",52
"3468","without","without",46
"3469","Witness","Witness",2
"3470","witticism","witticism",4
"3471","wittily","wittily",2
"3472","witty","witty",8
"3473","wo","wo",32
"3474","woman","woman",10
"3475","women","women",4
"3476","won","won",10
"3477","wonderful","wonderful",6
"3478","wondering","wondering",8
"3479","wonky","wonky",2
"3480","wood","wood",2
"3481","wooden","wooden",2
"3482","wor","wor",2
"3483","word","word",84
"3484","wording","wording",8
"3485","Wordpad","Wordpad",6
"3486","words","words",88
"3487","work","work",142
"3488","worked","worked",14
"3489","worker","worker",2
"3490","working","working",24
"3491","works","works",24
"3492","workspace","workspace",2
"3493","world","world",28
"3494","worried","worried",4
"3495","worry","worry",10
"3496","worrying","worrying",2
"3497","worse","worse",4
"3498","worst","worst",2
"3499","worths","worths",2
"3500","worthy","worthy",2
"3501","would","would",278
"3502","woulda","woulda",14
"3503","wow","wow",6
"3504","wr","wr",2
"3505","wrap","wrap",4
"3506","wrapper","wrapper",2
"3507","wraps","wraps",2
"3508","wrecked","wrecked",2
"3509","wri","wri",2
"3510","writ","writ",2
"3511","write","write",158
"3512","writer","writer",6
"3513","writes","writes",2
"3514","writing","writing",250
"3515","written","written",38
"3516","wrong","wrong",24
"3517","wrote","wrote",16
"3518","y","y",358
"3519","yards","yards",2
"3520","yeah","yeah",1128
"3521","year","year",52
"3522","years","years",124
"3523","yep","yep",14
"3524","yes","yes",194
"3525","Yes","Yes",2
"3526","yesterday","yesterday",8
"3527","yet","yet",18
"3528","you","you",2780
"3529","young","young",28
"3530","younger","younger",22
"3531","youngster","youngster",2
"3532","your","your",222
"3533","yours","yours",2
"3534","yourself","yourself",42
"3535","yous","yous",4
"3536","zippy","zippy",4
"3537","zone","zone",2
"3538","zoom","zoom",10
"3539","Zoom","Zoom",2
"3540","zooming","zooming",2
