"","x"
"726","Mit Don DeLillo stand er 1992 im Briefwechsel, unter anderem zum Thema Eschaton/End Zone (siehe Abschnitt <#MET Intertextualität #>), auch, um den Vorwurf eines Plagiats zu vermeiden."
"727","“ Berlioz ließ sich soweit hinreißen, dass er Donizetti zu Unrecht des Plagiats bezichtigte: die besten <#MET Teile #> von La fille du régiment seien angeblich aus Adams Oper Le Chalet geklaut – Donizetti reagierte prompt mit einer öffentlichen Richtigstellung (in: Le Moniteur universel, 18. Februar 1840)."
"728","Konstitutionelle Entwicklungsstufen in den USA und der EU sei an mehreren Stellen „ein dreistes Plagiat“ und „eine <#MET Täuschung #>“."
"729","Am 5. Februar 2013 stellte der Fakultätsrat mit 13 Ja-Stimmen bei zwei Enthaltungen den „Tatbestand einer vorsätzlichen <#MET Täuschung #> durch Plagiat“ fest: Mit 12:2 Stimmen bei einer Enthaltung erklärte der Fakultätsrat die Promotionsarbeit Schavans für ungültig und sprach die Entziehung des Doktorgrades aus."
"730","Schavan erklärte noch am selben Tag, an dem der Fakultätsrat der Heinrich-Heine-Universität den „Tatbestand einer vorsätzlichen <#MET Täuschung #> durch Plagiat“ festgestellt hatte, dagegen Anfechtungsklage beim Verwaltungsgericht zu erheben."
"731","Das später von Erich Fromm erstellte <#MET Konzept #> des „autoritären Charakters“ sah Reich als verwässerndes Plagiat seiner Theorie an."
"732","Dortmunder Union, und ihr künstlerischer Berater Peter Behrens den Vorwurf, das Siegerprojekt sei zu großen Teilen ein Plagiat ihres eigenen <#MET Entwurfs #> Kunst und Technik aus dem zweiten Wettbewerb von 1910/11. Ein in der Folge unter Beteiligung zahlreicher namhafter Gutachter vor dem Landgericht Köln ausgefochtenes Gerichtsverfahren, das als Cölner Brückenstreit deutschlandweite Aufmerksamkeit erhielt."
"733","“ Reimanns Angabe, dass Malos Melodie selbst ein Plagiat der <#MET Weise #> Behüt dich Gott, es wär so schön gewesen aus Victor Ernst Nesslers Oper Der Trompeter von Säckingen sei, trifft freilich nicht zu, wie Fritz Hennenberg gezeigt hat."
"734","auch der <#MET Notentext #> bietet keine Anhaltspunkte für ein Plagiat, in welcher Richtung auch immer."
"735","Reimanns Angabe, dass Malos Melodie selbst ein Plagiat der <#MET Weise #> Behüt dich Gott, es wär so schön gewesen aus Victor Ernst Nesslers Oper Der Trompeter von Säckingen sei, trifft freilich nicht zu, wie Fritz Hennenberg gezeigt hat."
"736","Hauptsächlich <#MET Veränderungen #> in der Begleitung bringt eine Variante mit Klaviersatz, die aus dem Besitz von Ernst Busch stammt und sich um 1933 datieren lässt."
"737","Während der Entwicklung der Marines-Uniform MARPAT gab hinsichtlich patentrechtlicher Bestimmungen mit den kanadischen Streitkräften <#MET Auseinandersetzungen #> darüber, ob die amerikanische Version ein Plagiat der kanadischen sei."
"738","Während der Entwicklung der Marines-Uniform MARPAT gab hinsichtlich patentrechtlicher Bestimmungen mit den kanadischen Streitkräften Auseinandersetzungen darüber, ob die amerikanische <#MET Version #> ein Plagiat der kanadischen sei."
"739","Anlass war die frappierende <#MET Ähnlichkeit #> der beiden Feldanzüge, wobei Kanada bereits 1995 mit der Entwicklung begonnen hatte."
"740","Am 10. März 2015 entschied ein Gericht, dass <#MET Teile #> des Titels ein Plagiat des Titels „Got to Give It Up“ von Marvin Gaye (1977) sind und sprach den Erben eine Entschädigungszahlung von 7,4 Millionen Dollar zu."
"741","Die <#MET Rezeption #> der Operette war gemischt."
"742","• Plagiat: Die in der <#MET Schachkomposition #> vorkommende Form der unberechtigten Inanspruchnahme der Urheberschaft, die bei Feststellung in Kompositionsturnieren zum Verlust der Auszeichnung der betroffenen Komposition führt."
"743","• Plagiat: Die in der Schachkomposition vorkommende Form der unberechtigten <#MET Inanspruchnahme #> der Urheberschaft, die bei Feststellung in Kompositionsturnieren zum Verlust der Auszeichnung der betroffenen Komposition führt."
"744","Einen Rückschlag erlitt die Band, als bekannt wurde, dass im zugehörigen Video wesentliche <#MET Teile #> als Plagiat aus dem 1994er Video Mindmachine der Gruppe Deine Lakaien unerlaubt übernommen wurden."
"745","Tatsächlich stellten zwei Darmstädter Doktoranden 1973 fest, dass Timms <#MET Einführung #> in weiten Teilen ein Plagiat des Buches Die Produktivkräfte in der Geschichte."
"746","Ulrich Wengenroth stellte die These auf, dass Timms Plagiat den <#MET Einfluss #> dokumentiere, welchen die marxistischen Studien auf die westdeutsche Technikgeschichte gehabt hätten, sobald soziale und ökonomische Kontexte zu beleuchten waren."
"747","Andere <#MET Quellen #> spekulieren, er habe seinen akademischen Grad eher „honoris causa“ und möglicherweise unter Druck erhalten."
"748","Zudem wird der Vorwurf erhoben, das Werk sei in großen Teilen ein Plagiat, welches aus ungekennzeichneten <#MET Zitaten #> kompletter Passagen diverser anderer Schriften besteht."
"749","Zudem wird der Vorwurf erhoben, das Werk sei in großen Teilen ein Plagiat, welches aus ungekennzeichneten Zitaten kompletter Passagen diverser anderer <#MET Schriften #> besteht."
"750","Am 1. März 1991 zeigten Aktivisten vor dem <#MET Spiegel #>-Verlagsgebäude anhand eines „Das Plagiat“ getauften Nachdrucks, dass man sehr wohl chlorfrei gebleichtes Papier herstellen kann, das hochwertig genug ist, um im Tiefdruckverfahren bedruckt zu werden."
"751","Am 1. März 1991 zeigten Aktivisten vor dem Spiegel-Verlagsgebäude anhand eines „Das Plagiat“ getauften <#MET Nachdrucks #>, dass man sehr wohl chlorfrei gebleichtes Papier herstellen kann, das hochwertig genug ist, um im Tiefdruckverfahren bedruckt zu werden."
"752","Im Ergebnis wurden keinerlei Unterschiede zwischen beiden angeblich verschiedenen Sorten festgestellt, auch die <#MET Rippung #> war noch vorhanden."
"753","mit Thomas Ballhausen und Johannes Grenzfurthner, 2007 • <#MET Kopie #> - Plagiat - Fälschung."
"754","mit Thomas Ballhausen und Johannes Grenzfurthner, 2007 • Kopie - Plagiat - <#MET Fälschung #>."
"755","Schon bald nach dem Erscheinen des Sketch Book wurden jedoch Vorwürfe gegen Irving erhoben, er habe seine wahren <#MET Quellen #> nicht dargelegt und sich des Plagiats schuldig gemacht, so dass er sich in Bracebridge Hall (1824) zu einer Verteidigung angehalten sah."
"756","Die «<#MET Protokolle #> der Weisen von Zion» sind Plagiat und Schundliteratur, deren Verbreitung im Kanton Bern strafbar ist."
"757","Die «Protokolle der Weisen von Zion» sind Plagiat und <#MET Schundliteratur #>, deren Verbreitung im Kanton Bern strafbar ist."
"758","Höger bewertete die <#MET Entwürfe #> als Plagiat nach einem bereits veröffentlichten Modellfoto von Hans Luckhardt und Alfons Anker."
"759","War die Verleihung des Doktorgrades rechtswidrig, weil die Voraussetzungen nicht vorgelegen haben (bei der Doktorarbeit Täuschung über die <#MET Eigenständigkeit #> der erbrachten wissenschaftlichen Leistung durch Fälschung, Plagiat, Bestechung des Doktorvaters etc.), erfolgt die Aberkennung nach normalen verwaltungsrechtlichen Grundsätzen durch Rücknahme der Verleihung."
"760","War die Verleihung des Doktorgrades rechtswidrig, weil die Voraussetzungen nicht vorgelegen haben (bei der Doktorarbeit Täuschung über die Eigenständigkeit der erbrachten wissenschaftlichen <#MET Leistung #> durch Fälschung, Plagiat, Bestechung des Doktorvaters etc.), erfolgt die Aberkennung nach normalen verwaltungsrechtlichen Grundsätzen durch Rücknahme der Verleihung."
"761","War die Verleihung des Doktorgrades rechtswidrig, weil die Voraussetzungen nicht vorgelegen haben (bei der Doktorarbeit Täuschung über die Eigenständigkeit der erbrachten wissenschaftlichen Leistung durch <#MET Fälschung #>, Plagiat, Bestechung des Doktorvaters etc.), erfolgt die Aberkennung nach normalen verwaltungsrechtlichen Grundsätzen durch Rücknahme der Verleihung."
"762","Nachdem das zuständige Gericht dies eindeutig festgestellt hatte, stimmten Harrisons Anwälte einem <#MET Vergleich #> zu, dass ihm ein „unbeabsichtigtes Plagiat“ unterlaufen war."
"763","<#MET Beispiele #> für solche Fälle können unter Liste deutscher Dissertationen mit Plagiaten nachgelesen werden."
"764","Bei 94 von 347 Arbeiten Herrmanns konnten <#MET Manipulation #>en nachgewiesen werden; weitere 121 blieben verdächtig, ohne dass ein Nachweis der <#MET Manipulation #> gefunden wurde."
"765","Der Betrug reichte von Plagiaten über <#MET Bildfälschung #>, geschönte Daten bis zu erfundenen Tabellen und Zitaten aus nicht existierenden Arbeiten."
"766","Anders als beispielsweise die Übernahme von Material aus dem Rhythm and Blues durch Led Zeppelin, wird die <#MET Verwendung #> von Folk-Liedern als Quelle nicht als Plagiat gesehen, sondern als Fortführung einer Tradition."
"767","Anders als beispielsweise die Übernahme von Material aus dem Rhythm and Blues durch Led Zeppelin, wird die Verwendung von Folk-Liedern als <#MET Quelle #> nicht als Plagiat gesehen, sondern als Fortführung einer Tradition."
"768","Anders als beispielsweise die Übernahme von Material aus dem Rhythm and Blues durch Led Zeppelin, wird die Verwendung von Folk-Liedern als Quelle nicht als Plagiat gesehen, sondern als <#MET Fortführung #> einer Tradition."
"769","Die Gesamtauflage seiner Bücher soll zwei Millionen <#MET Exemplare #> betragen haben."
"770","1983 veröffentlichte Divine die Single Love Reaction, die starke stilistische <#MET Ähnlichkeiten #> mit Blue Monday aufwies."
"771","Dort wurden unter anderem Passagen zum Philosophen Jürgen Habermas beanstandet, die <#MET Formulierungen #> aus der deutschsprachigen Wikipedia enthalten."
"772","Sie werteten 119 <#MET Textstellen #> auf 76 der 205 Seiten von Giffeys Doktorarbeit als Plagiat."
"773","Dies entsprach einem <#MET Anteil #> von 37,1 Prozent aller Seiten."
"774","Der Schlussbericht des Prüfgremiums wurde zunächst nicht veröffentlicht und es wurde nicht mitgeteilt, welche <#MET Textstellen #> als Plagiat bewertet wurden."
"775","Überdies habe es die Rechtsprechung zu Plagiaten missachtet, indem es die kontaminierten <#MET Teile #> der Doktorarbeit gegenüber den nicht beanstandeten abgewogen und eine bloße Rüge empfohlen habe, für die zudem keine Rechtsgrundlage vorliege."
"776","3. Astrologie oder Horoskopie, die Paracelsus verachtete, weil sie nur eine oberflächliche <#MET Betrachtung #> der Sterne darstelle und als käufliche Ware nur ein Plagiat der wahren Weisheit sei."
"777","Während ihn eine Schreibblockade am Arbeiten hindert, wird er mit einem weiteren Problem konfrontiert: Ein seltsamer Mann namens John Shooter beschuldigt ihn des Plagiats bei seiner <#MET Erzählung #> Das geheime Fenster."
"778","Metaphern wie „Feuer“, „Regen“ und „Wüste“ verlören jedoch durch allzu häufige <#MET Verwendung #> ihre Eindringlichkeit."
"779","Der Gefahr eines Plagiats von Springsteens Born in the USA und einer <#MET Entwicklung #> zum martialischen Stadionrock sei die Band aus dem Weg gegangen."
"780","Er verfasste die Epigrammsammlung Poetisches Vergnügen (1737), die zum größten <#MET Teil #> ein Plagiat seines berühmten Vorfahren darstellt."
"781","Farhadi erhob Gegenklage wegen <#MET Verleumdung #>."
"782","Ein Plagiat ist die <#MET Anmaßung #> fremder geistiger Leistungen (plagiaire aus von plagiarius)."
"783","Ein Plagiat ist die Anmaßung fremder geistiger <#MET Leistungen #> (plagiaire aus von plagiarius)."
"784","Die Benutzung fremder Ideen kann eine Verletzung von Patentrechten oder <#MET Geschmacksmustern #> sein."
"785","Zwischen rechtswidrigen Übernahmen fremder geistiger Leistungen und der legitimen Übernahme freier oder frei gewordener <#MET Ideen #> gibt es eine Grauzone, wo ein Plagiat zwar als legal, nicht aber als legitim gilt."
"786","Zwischen rechtswidrigen Übernahmen fremder geistiger Leistungen und der legitimen Übernahme freier oder frei gewordener Ideen gibt es eine <#MET Grauzone #>, wo ein Plagiat zwar als legal, nicht aber als legitim gilt."
"787","Es ist im deutschsprachigen Raum für die Zeit bis ca. 1700 davon auszugehen, dass vielerorts plagiiert wurde, ohne dass eine geeignete Instanz – in Form der gelehrten Öffentlichkeit etwa – diese geistigen <#MET Übernahmen #> benannt oder verurteilt hätte."
"788","Das Plagiat ist nicht zu verwechseln mit dem <#MET Zitat #>."
"789","2 UrhG geschützten Textes oder die nicht gekennzeichnete <#MET Übernahme #> einer Argumentation ohne Herkunftsangabe als Plagiat verstanden."
"790","Vom Plagiat, insbesondere der unzulässigen <#MET Produktpiraterie #>, sind die legalen Nachahmerprodukte zu unterscheiden."
"791","Vom Plagiat, insbesondere der unzulässigen Produktpiraterie, sind die legalen <#MET Nachahmerprodukte #> zu unterscheiden."
"792","Dem Plagiat verwandt sind <#MET Fortsetzungen #> (Sequels) erfolgreicher literarischer Werke, die vom Verlag, bei dem die Auswertungsrechte für das Originalwerk liegen, nicht autorisiert sind."
"793","Dem Plagiat verwandt sind Fortsetzungen (<#MET Sequels #>) erfolgreicher literarischer Werke, die vom Verlag, bei dem die Auswertungsrechte für das Originalwerk liegen, nicht autorisiert sind."
"794","Vom bewussten Plagiat zu unterscheiden ist außerdem die zufällige <#MET Doppelschöpfung #>."
"795","Aktuell hat der Duden den Begriff ausgeweitet, so dass nun explizit auch unrechtmäßig übernommene <#MET Teile #> einer Arbeit zum Plagiat führen: „unrechtmäßige Aneignung von Gedanken, Ideen o. Ä. eines anderen auf künstlerischem oder wissenschaftlichem Gebiet und ihre Veröffentlichung;"
"796","Aktuell hat der Duden den Begriff ausgeweitet, so dass nun explizit auch unrechtmäßig übernommene Teile einer Arbeit zum Plagiat führen: „unrechtmäßige <#MET Aneignung #> von Gedanken, Ideen o. Ä. eines anderen auf künstlerischem oder wissenschaftlichem Gebiet und ihre Veröffentlichung;"
"797","Aktuell hat der Duden den Begriff ausgeweitet, so dass nun explizit auch unrechtmäßig übernommene Teile einer Arbeit zum Plagiat führen: „unrechtmäßige Aneignung von <#MET Gedanken #>, Ideen o. Ä. eines anderen auf künstlerischem oder wissenschaftlichem Gebiet und ihre Veröffentlichung;"
"798","Plagiate können, müssen aber nicht, gegen ein Gesetz verstoßen: Urheberrecht, Patentrecht oder <#MET Geschmacksmusterrecht #>."
"799","Für rechtliche Betrachtungen sei ausschließlich das juristische Verständnis in Gestalt einer Verletzung des Urheberrechts (rechtswidrige Umgestaltung oder unfreie <#MET Bearbeitungen #>) maßgebend."
"800","Das Plagiat ist die <#MET Aneignung #> eines fremden Urheberrechts, so dass im Plagiat ein Verstoß gegen das Recht auf Anerkennung der Urheberschaft nach § 13 UrhG liegt."
"801","Das Plagiat ist die Aneignung eines fremden Urheberrechts, so dass im Plagiat ein <#MET Verstoß #> gegen das Recht auf Anerkennung der Urheberschaft nach § 13 UrhG liegt."
"802","Für den Tatbestand der Urheberrechtsverletzung spielt der Vorsatz des Verletzers keine Rolle, weshalb auch eine unbewusste <#MET Entlehnung #> als Plagiat gilt."
"803","Bei drei abgeschriebenen Zeilen könne ein „Alltagsversehen“ vorliegen, nicht aber beim <#MET Abschreiben #> ganzer Seiten."
"804","Zwischen rechtswidrigen Übernahmen fremder Leistungen und der legitimen Übernahme freier oder frei gewordener <#MET Ideen #> gibt es eine Grauzone, wo ein Plagiat zwar als legal, nicht aber als legitim gilt."
"805","Zwischen rechtswidrigen Übernahmen fremder Leistungen und der legitimen Übernahme freier oder frei gewordener Ideen gibt es eine <#MET Grauzone #>, wo ein Plagiat zwar als legal, nicht aber als legitim gilt."
"806","Folglich erscheinen die <#MET Übernahmen #> als eigene Arbeit."
"807","Von einem Plagiat soll dann gesprochen werden, wenn bereits ein fremder <#MET Gedanke #> oder ein Zitat nicht kenntlich gemacht wird.“"
"808","Als Gründe für plagiatorisches Verhalten wurden Bequemlichkeit (63 Prozent), Zeitersparnis (54 Prozent), <#MET Ideenmangel #> (40 Prozent), Unabsichtliches Plagiat (34 Prozent) und Unsicherheit über den Ursprung einer Information (19 Prozent) genannt."
"809","Verdachtsmomente für das Vorliegen eines Plagiats sind beispielsweise, wenn der <#MET Stil #> eines Textes uneinheitlich ist oder ungewöhnliche Begriffe verwendet werden."
"810","Während einfaches Copy & <#MET Paste #> von Webseiten recht einfach aufzudecken ist (Copy&<#MET Paste #>-Plagiat), fallen Übernahmen aus entlegenen Quellen häufig nicht auf."
"811","Während einfaches Copy & Paste von Webseiten recht einfach aufzudecken ist (Copy&Paste-Plagiat), fallen <#MET Übernahmen #> aus entlegenen Quellen häufig nicht auf."
"812","Während einfaches Copy & Paste von Webseiten recht einfach aufzudecken ist (Copy&Paste-Plagiat), fallen Übernahmen aus entlegenen <#MET Quellen #> häufig nicht auf."
"813","Während einfaches Copy & Paste von Webseiten recht einfach aufzudecken ist (<#MET Copy&Paste #>-Plagiat), fallen Übernahmen aus entlegenen Quellen häufig nicht auf."
"814","sie unterscheidet beispielsweise nicht zwischen <#MET Zitaten #> und Plagiaten."
"815","Und nicht zuletzt sei jedem Urheber, gleich wem er Nutzungsrechte an vorbestehenden Werken eingeräumt habe, noch ein <#MET Selbstzitat #> erlaubt."
"816","es geht um die Feststellung von <#MET Übereinstimmungen #>."
"817","Laut § 35 Z 34 des österreichischen Hochschulgesetzes 2005 in der <#MET Fassung #> vom 28."
"818","März 2019 liegt ein Plagiat jedenfalls dann vor, wenn Texte, <#MET Inhalte #> oder Ideen übernommen und als eigene ausgegeben werden."
"819","März 2019 liegt ein Plagiat jedenfalls dann vor, wenn Texte, Inhalte oder <#MET Ideen #> übernommen und als eigene ausgegeben werden."
"820","Wörter, <#MET Ideen #> oder Arbeitsergebnisse verwendet, 2. die einer identifizierbaren Person oder Quelle zugeordnet werden können, 3. ohne die Übernahme sowie die Quelle in geeigneter Form auszuweisen, 4. in einem Zusammenhang, in dem zu erwarten ist, dass eine originäre Autorschaft vorliegt, 5. um einen Nutzen, eine Note oder einen sonstigen Vorteil zu erlangen, der nicht notwendigerweise ein geldwerter sein muss.“"
"821","2010 setzte sich die Autorin Helene Hegemann mit ihrem <#MET Erstlingswerk #> Axolotl Roadkill dem Vorwurf des Plagiats aus."
"822","Die folgende <#MET Aufzählung #> enthält Songs aus der Popmusik, die zum Gegenstand von Plagiatsvorwürfen wurden:"
"823","Das Plagiat besteht in der <#MET Entlehnung #> der Gitarrenpassage am Ende des Stückes Nordrach, diese Sequenz bildet das Hauptthema des Stückes Still Got the Blues."
"824","Um der Flut von <#MET Kopien #> und Plagiaten entgegenzutreten, lässt Fender seit den 1980er Jahren neben der Marke Fender auch unter dem damals neuen Markennamen Squier eigene <#MET Kopien #> der Stratocaster herstellen."
"825","In Übersetzungen, Plagiaten und Parodien werden auch die <#MET Varianten #> Emanuela, Emanuelle, Emmanuele, Emanuele und Emmannuelle verwendet."
"826","Aber dieses Plagiat sei zu verteidigen, weil das Vokabular von <#MET Gräueln #> wie Genozid und Versklavung keinen urheberrechtlichen Beschränkungen unterliegen sollte."
"827","Aber dieses Plagiat sei zu verteidigen, weil das Vokabular von <#MET Gräueln #> wie Genozid und Versklavung keinen urheberrechtlichen Beschränkungen unterliegen sollte.“"
"828","1997 gab der damalige <#MET Eigentümer #> ein Plagiat des Brettspiels Die Siedler von Catan unter dem Titel „Das Wasser des Lebens“ (auch als „Whisky-Siedler“ bekannt) heraus."
"829","Nach Willi Beitz wurde die „Legende vom angeblichen ‚ Plagiat ‘ Scholochows“ von Solschenizyn initiiert als <#MET Retourkutsche #>, da Scholochow bei der Diffamierung und Ausgrenzung Solschenizyns als nicht systemtreuer Schriftsteller in den späten 1960er Jahren eine tragende Rolle gespielt hatte."
"830","Nach Willi Beitz wurde die „Legende vom angeblichen ‚Plagiat‘ Scholochows“ von Solschenizyn initiiert als <#MET Retourkutsche #>, da Scholochow bei der Diffamierung und Ausgrenzung Solschenizyns als nicht systemtreuer Schriftsteller in den späten 1960er Jahren eine tragende Rolle gespielt hatte."
"831","Doch bald nach der Veröffentlichung ließ Vilma Guimarães Rosa, die Tochter des Schriftstellers, die <#MET Publikation #> aus dem Buchhandel zurückziehen."
"832","Sie bezichtigte Barbosa des Plagiats, der <#MET Lüge #> und Verzerrung von Fakten."
"833","Sie bezichtigte Barbosa des Plagiats, der Lüge und <#MET Verzerrung #> von Fakten."
"834","Eine Aberkennung kann erfolgen, wenn sich der Bewerber oder die Bewerberin im Prüfungsverfahren zur Erlangung des akademischen Grades einer <#MET Täuschung #> schuldig gemacht hat, etwa eines Plagiats, aber auch, wenn die Person sich durch späteres wissenschaftliches Fehlverhalten als unwürdig für die Führung eines akademischen Grades erwiesen hat oder wegen einer vorsätzlich begangenen Straftat verurteilt worden ist."
"835","Unlauter sind insbesondere die mehr oder weniger wörtliche Übernahme von Texten aus <#MET Schriften #> anderer Autorinnen oder Autoren ohne Quellenangabe (Plagiat) und die Verwendung unerlaubter Hilfsmittel bei Erbringung eines Leistungsnachweises."
"836","Unlauter sind insbesondere die mehr oder weniger wörtliche Übernahme von Texten aus Schriften anderer Autorinnen oder Autoren ohne Quellenangabe (Plagiat) und die <#MET Verwendung #> unerlaubter Hilfsmittel bei Erbringung eines Leistungsnachweises."
"837","Unlauter sind insbesondere die mehr oder weniger wörtliche Übernahme von Texten aus Schriften anderer Autorinnen oder Autoren ohne Quellenangabe (Plagiat) und die Verwendung unerlaubter <#MET Hilfsmittel #> bei Erbringung eines Leistungsnachweises."
"838","Ein <#MET Exemplar #> der Fälschung lag der Ausgabe der taz vom 23. März 2009 bei."
"839","Da Sheffield sich dem Vorwurf des Plagiats ausgesetzt sah, sandte er ein <#MET Exemplar #> des Manuskripts an Clarke, der jedoch keine Einwände gegen eine Veröffentlichung erhob und in einem offenen Brief an die SFWA die Ähnlichkeiten beider Romane als interessanten Zufall beschrieb."
"840","Da Sheffield sich dem Vorwurf des Plagiats ausgesetzt sah, sandte er ein Exemplar des <#MET Manuskripts #> an Clarke, der jedoch keine Einwände gegen eine Veröffentlichung erhob und in einem offenen Brief an die SFWA die Ähnlichkeiten beider Romane als interessanten Zufall beschrieb."
"841","Der völkische Nationalismus der jungen <#MET Freiheit #> (1994) wurde u. a. in der Soziologischen Revue (Irmgard Pinn) und in der Zeit (Brigitta Huhnke) rezensiert."
"842","Das Angebot an Waren ist außergewöhnlich groß und reicht von Textilien über Elektrogeräte bis zu Plagiaten und <#MET Schwarzkopien #> aller Art."
"843","Die Zuhörer werden dadurch „hinter das Licht geführet“, da der angebliche Kenner von „Clavier und Composition“ nur die musikalischen <#MET Gedanken #> von anderen – quasi als Plagiat – nachspielt."
"844","Der Senat veranlasste eine Begutachtung des <#MET Manuskripts #> durch die Universität Padua und ließ die portugiesischen Teile ins Italienische übersetzen."
"845","Als digitale Literatur und der damit einhergehenden Unüberschaubar- und Unkontrollierbarkeit des Internets besteht zudem die Gefahr des Plagiats, weshalb viele Instapoeten mit <#MET Identifikationsmarkern #> auf ihren Beiträgen arbeiten oder ihre Follower in der Profilbiografie bitten, die Quelle stets anzugeben."
"846","Benutzt man das Ergebnis des Reverse Engineerings zum gewerblichen Nachbau, so wird man sich mit der großen Menge der gewerblichen Schutzrechte (z. B. Plagiat) in ähnlicher <#MET Weise #> konfrontiert sehen, so wie es auch bei Ergebnissen der ganz normalen eigenständigen Forschung und Entwicklung der Fall sein kann (z. B. durch Patente)."
"847","Vom <#MET Ghostwriting #> zu unterscheiden ist das Plagiat, also das Abschreiben oder die unerlaubte Nutzung eines bereits anderswo verwendeten oder veröffentlichten Textes oder seiner Teile."
"848","Vom Ghostwriting zu unterscheiden ist das Plagiat, also das <#MET Abschreiben #> oder die unerlaubte Nutzung eines bereits anderswo verwendeten oder veröffentlichten Textes oder seiner Teile."
"849","In einer medienwirksamen Gemeinschaftsaktion mit dem Zoll in Hannover hat das Unternehmen im Juli 2007 rund 200 von 4000 beschlagnahmten chinesischen Plagiaten eines Bad-Schnellheizers der CK-<#MET Serie #> von einer 12 Tonnen schweren Walze zerstören lassen."
"850","Das große Problem für den Autor war nicht der <#MET Raubdruck #>, sondern das Plagiat, der Auftritt eines anderen Autors mit genau derselben Idee."
"851","Das große Problem für den Autor war nicht der Raubdruck, sondern das Plagiat, der Auftritt eines anderen Autors mit genau derselben <#MET Idee #>."
"852","Orden wider den tierischen Ernst in Empfang und hielt eine viel beachtete Büttenrede, in der er sich selbst in <#MET Anspielung #> auf die Plagiatsaffäre seines Bruders als „das Plagiat“ bezeichnete."
"853","Auf die Ähnlichkeit beider Verse hatte der Literaturkritiker Curt Hohoff 1956 aufmerksam gemacht und sie als Beleg für Celans <#MET Epigonalität #> gewertet."
"854","Dieser fühlte sich bei der Produktion übergangen und fasste die <#MET Idee #> als Plagiat seines Films auf."
"855","Außerdem wurde er nicht nur des Plagiats und der <#MET Ungenauigkeiten #> in seinem Schrifttum bezichtigt, sondern auch einer „flexiblen Ethik“ und der „Kultivierung von Streitereien ebenso wie von Freundschaften“."
"856","Außerdem wurde er nicht nur des Plagiats und der Ungenauigkeiten in seinem <#MET Schrifttum #> bezichtigt, sondern auch einer „flexiblen Ethik“ und der „Kultivierung von Streitereien ebenso wie von Freundschaften“."
"857","Wenn man etwas von einem anderen Autor übernimmt, muss man die Quelle und gegebenenfalls die Art der Übernahme deutlich machen, sonst setzt man sich dem Vorwurf des Plagiats aus (siehe auch Betrug und <#MET Fälschung #> in der Wissenschaft)."
"858","Sollte A nun den B über eine wesentliche Sacheigenschaft des Fahrrades arglistig getäuscht haben, weil er ihm beispielsweise wahrheitswidrig erklärt hatte, das Fahrrad sei ein bestimmtes <#MET Markenfahrrad #>, obwohl es sich tatsächlich um ein billiges Plagiat handelt, so kann B den Vertrag gemäß § 123 Abs."
"859","1935: Im Urteil des Berner Prozesses um die antisemitischen <#MET Protokolle #> der Weisen von Zion werden diese als Fälschung und Plagiat bewertet."
"860","1935: Im Urteil des Berner Prozesses um die antisemitischen Protokolle der Weisen von Zion werden diese als <#MET Fälschung #> und Plagiat bewertet."
"861","Tey wandte sich jedenfalls wieder dem <#MET Schreiben #> von Romanen zu und veröffentlichte diese unter dem Pseudonym Josephine Tey, mit dem sie heute noch einem breiteren Lesepublikum geläufig ist."
"862","Des Weiteren merkte die Zeitschrift Stern im Jahr 2006 an, dass eBay nicht oder nur träge auf Betrugsmeldungen bei Verkäufern reagiere, wie etwa bei Plagiaten von Tonträgern und <#MET Ähnlichem #>."
"863","Im September 2023 beendete die Universität Gießen das Verfahren nach Einholung von drei externen <#MET Gutachten #>, die den Tatbestand eines Plagiats verneinten."
"864","Nach der Veröffentlichung einer 1916 von Hans Reimann zusammengestellten Schwarzen Liste von Gebrauchsgrafikern, deren grafische <#MET Entwürfe #> Reimann als Plagiat zu entlarven glaubte, und in der Deutsch an prominenter Stelle genannt wurde, könnte Deutsch veranlasst haben, Berlin zu verlassen und nach Wien zurückzukehren."
"865","Nach Ansicht des Gerichtes war ein wesentlicher <#MET Teil #> von Down Under ein Plagiat."
"866","Heraklit beschuldigt Pythagoras des Plagiats, womit er anscheinend <#MET Verwertung #> von naturphilosophischem und naturkundlichem Prosaschrifttum meint."
"867","Betrug (etwa durch <#MET Hinzuziehung #> eines Ghostwriters), ein nachgewiesenes Plagiat oder die auszugsweise Übernahme fremder Texte ohne Quellenangabe kann auch noch im Nachhinein zur Aberkennung des Doktorgrades und gegebenenfalls zu strafrechtlichen Konsequenzen führen."
"868","Betrug (etwa durch Hinzuziehung eines <#MET Ghostwriters #>), ein nachgewiesenes Plagiat oder die auszugsweise Übernahme fremder Texte ohne Quellenangabe kann auch noch im Nachhinein zur Aberkennung des Doktorgrades und gegebenenfalls zu strafrechtlichen Konsequenzen führen."
"869","Betrug (etwa durch Hinzuziehung eines Ghostwriters), ein nachgewiesenes Plagiat oder die auszugsweise <#MET Übernahme #> fremder Texte ohne Quellenangabe kann auch noch im Nachhinein zur Aberkennung des Doktorgrades und gegebenenfalls zu strafrechtlichen Konsequenzen führen."
"870","Bei <#MET Täuschungen #> über die Promotionsleistungen wie nachträglich nachgewiesenen Plagiaten innerhalb des Textes der Dissertation ist eine Aberkennung des durch die Promotion erlangten Doktorgrades möglich."
